person_id,page_number,occupation,entry_type,occupation_norm_proposed,age,sex,family_status_norm,comments
P005854,388,,blank,,28,Мужской,Хозяин,
P005855,388,,blank,,25,Мужской,Совладелец,
P005856,388,,blank,,28,Мужской,Хозяин,
P005857,388,,blank,,44,Мужской,Хозяин,
P005858,388,,blank,,36,Мужской,Хозяин,
P005859,388,,blank,,,Мужской,Хозяин,В Рыковском под арестом
P005860,388,,blank,,54,Мужской,Совладелец,
P005861,388,,blank,,30,Мужской,Хозяин,
P005862,388,,blank,,40,Женский,Сожительница,
P005863,388,,blank,,48,Мужской,Хозяин,
P005864,388,,blank,,51,Женский,Жена,
P005865,388,,blank,,47,Мужской,Хозяин,
P005866,389,,blank,,45,Мужской,Совладелец,
P005867,389,,blank,,35,Мужской,Хозяин,
P005868,389,,blank,,50,Мужской,Совладелец,В Александровском округе.3
P005869,389,,blank,,39,Мужской,Хозяин,
P005870,389,,blank,,26,Мужской,Хозяин,
P005871,389,,blank,,27,Женский,Жена,
P005872,389,,blank,,4,Женский,Дочь,
P005873,389,,blank,,30,Мужской,Хозяин,
P005874,389,,blank,,35,Мужской,Хозяин,
P005875,389,,blank,,59,Мужской,Совладелец,
P005876,389,,blank,,46,Мужской,Хозяин,
P005877,389,,blank,,34,Женский,Сожительница,
P005878,389,,blank,,35,Мужской,Хозяин,
P005879,389,,blank,,36,Женский,Жена,
P005880,389,,blank,,3,Женский,Дочь,
P005881,389,,blank,,0,Женский,Дочь,
P005882,389,,blank,,27,Мужской,Хозяин,
P005883,390,,blank,,26,Женский,Жена,
P005884,390,,blank,,1,Женский,Дочь,
P005885,390,,blank,,28,Мужской,Хозяин,
P005886,390,,blank,,40,Мужской,Совладелец,
P005887,390,,blank,,33,Мужской,Хозяин,
P005888,390,,blank,,34,Мужской,Совладелец,
P005889,390,,blank,,29,Мужской,Хозяин,
P005890,390,,blank,,40,Мужской,Хозяин,
P005891,390,,blank,,38,Женский,Сожительница,
P005892,390,,blank,,2,Женский,Незаконнорожденная дочь,313
P005893,390,,blank,,52,Мужской,Хозяин,
P005894,390,,blank,,31,Женский,Жена,
P005895,390,,blank,,2,Женский,Дочь,
P005896,390,,blank,,35,Мужской,Хозяин,
P005897,390,,blank,,31,Женский,Жена,
P005898,390,,blank,,1,Женский,Дочь,
P005899,391,,blank,,39,Мужской,Хозяин,В Александровском округе.1
P005900,391,,blank,,42,Мужской,Хозяин,
P005901,391,,blank,,42,Женский,Жена,
P005902,391,,blank,,1,Мужской,Сын,
P005903,391,,blank,,27,Мужской,Хозяин,
P005904,391,,blank,,29,Мужской,Хозяин,
P005905,391,,blank,,41,Женский,Сожительница,В Тымовской тюрьме.6
P005906,391,,blank,,30,Мужской,Хозяин,
P005907,391,,blank,,30,Женский,Жена,
P005908,391,,blank,,30,Мужской,Хозяин,
P005909,391,,blank,,48,Мужской,Хозяин,
P005910,391,,blank,,32,Мужской,Совладелец,В Александровском округе
P005911,391,,blank,,35,Мужской,Хозяин,В бегах
P005912,391,,blank,,50,Мужской,Совладелец,
P005913,391,,blank,,35,Мужской,Хозяин,
P005914,391,,blank,,30,Мужской,Хозяин,
P005915,391,,blank,,31,Мужской,Совладелец,
P005916,391,,blank,,36,Мужской,Хозяин,
P005917,392,,blank,,35,Мужской,Хозяин,
P005918,392,,blank,,31,Женский,Сожительница,
P005919,392,,blank,,3,Мужской,Незаконнорожденный сын,314
P005920,392,,blank,,30,Мужской,Хозяин,
P005921,392,,blank,,26,Женский,Сожительница,
P005922,392,,blank,,40,Мужской,Совладелец,
P005923,392,,blank,,37,Мужской,Хозяин,В Александровском округе
P005924,392,,blank,,39,Мужской,Совладелец,
P005925,392,,blank,,31,Мужской,Хозяин,
P005926,392,,blank,,37,Мужской,Совладелец,
P005927,392,,blank,,27,Женский,Жена,
P005928,392,,blank,,5,Мужской,Сын,
P005929,392,,blank,,1,Женский,Дочь,
P005930,392,,blank,,42,Мужской,Хозяин,
P005931,392,,blank,,35,Мужской,Совладелец,
P005932,392,,blank,,33,Мужской,Хозяин,
P005933,392,,blank,,22,Женский,Сожительница,
P005934,392,,blank,,2,Женский,Незаконнорожденная дочь,315
P005935,392,,blank,,0,Мужской,Незаконнорожденный сын,1
P005936,393,,blank,,28,Мужской,Брат,
P005937,393,,blank,,30,Мужской,Хозяин,
P005938,393,,blank,,26,Женский,Сожительница,
P005939,393,,blank,,46,Мужской,Хозяин,
P005940,393,,blank,,40,Женский,Сожительница,
P005941,393,,blank,,49,Мужской,Совладелец,
P005942,393,,blank,,46,Мужской,Хозяин,
P005943,393,,blank,,32,Женский,Жена,
P005944,393,,blank,,35,Мужской,Хозяин,
P005945,393,,blank,,35,Мужской,Хозяин,
P005946,393,,blank,,33,Мужской,Хозяин,
P005947,393,,blank,,32,Женский,Сожительница,
P005948,393,,blank,,2,Женский,Незаконнорожденная дочь,317
P005949,393,,blank,,36,Мужской,Хозяин,
P005950,393,,blank,,21,Женский,Сожительница,
P005951,393,,blank,,36,Мужской,Совладелец,
P005952,393,,blank,,39,Мужской,Хозяин,
P005953,393,,blank,,50,Женский,Сожительница,
P005954,394,,blank,,44,Мужской,Хозяин,
P005955,394,,blank,,48,Женский,Сожительница,
P005956,394,,blank,,38,Мужской,Хозяин,
P005957,394,,blank,,35,Женский,Сожительница,
P005958,394,,blank,,3,Женский,Незаконнорожденная дочь,318
P005959,394,,blank,,1,Женский,Незаконнорожденная дочь,319
P005960,394,,blank,,25,Мужской,Хозяин,
P005961,394,,blank,,25,Женский,Жена,
P005962,394,,blank,,3,Женский,Дочь,
P005963,394,,blank,,0,Мужской,Сын,
P005964,394,,blank,,22,Мужской,Совладелец,
P005965,394,,blank,,45,Мужской,Хозяин,
P005966,394,,blank,,54,Мужской,Совладелец,
P005967,394,,blank,,39,Мужской,Хозяин,
P005968,394,,blank,,31,Мужской,Хозяин,
P005969,394,,blank,,34,Женский,Сожительница,
P005970,394,,blank,,7,Мужской,Незаконнорожденный сын,320
P005971,394,,blank,,30,Мужской,Хозяин,
P005972,394,,blank,,24,Женский,Сожительница,
P005973,394,,blank,,3,Женский,Незаконнорожденная дочь,321
P005974,395,,blank,,1,Мужской,Незаконнорожденный сын,322
P005975,395,,blank,,41,Мужской,Хозяин,
P005976,395,,blank,,40,Женский,Сожительница,
P005977,395,,blank,,44,Мужской,Хозяин,
P005978,395,,blank,,41,Женский,Жена,
P005979,395,,blank,,16,Мужской,Сын,
P005980,395,,blank,,12,Мужской,Сын,
P005981,395,,blank,,44,Мужской,Хозяин,
P005982,395,,blank,,24,Женский,Сожительница,
P005983,395,,blank,,2,Женский,Незаконнорожденная дочь,323
P005984,395,,blank,,1,Мужской,Незаконнорожденный сын,324
P005985,395,,blank,,71,Мужской,Хозяин,
P005986,395,,blank,,40,Мужской,Совладелец,
P005987,395,,blank,,39,Мужской,Хозяин,
P005988,395,,blank,,30,Мужской,Хозяин,
P005989,395,,blank,,28,Женский,Сожительница,
P005990,395,,blank,,2,Мужской,Незаконнорожденный сын,325
P005991,395,,blank,,38,Мужской,Хозяин,
P005992,395,,blank,,59,Мужской,Совладелец,
P005993,395,,blank,,45,Мужской,Хозяин,
P005994,396,,blank,,38,Мужской,Хозяин,
P005995,396,,blank,,36,Женский,Жена,
P005996,396,,blank,,30,Мужской,Хозяин,
P005997,396,,blank,,30,Женский,Сожительница,
P005998,396,,blank,,3,Женский,Незаконнорожденная дочь,326
P005999,396,,blank,,40,Мужской,Хозяин,
P006000,396,,blank,,35,Женский,Жена,
P006001,396,,blank,,3,Мужской,Сын,
P006002,396,,blank,,0,Женский,,
P006003,396,,blank,,55,Мужской,Хозяин,
P006004,396,,blank,,47,Мужской,Хозяин,
P006005,396,,blank,,35,Женский,Жена,
P006006,396,,blank,,4,Мужской,Сын,
P006007,396,,blank,,0,Мужской,Сын,
P006008,396,,blank,,35,Мужской,Хозяин,
P006009,396,,blank,,32,Мужской,Совладелец,
P006010,396,,blank,,44,Мужской,Хозяин,
P006011,397,,blank,,27,Женский,Жена,
P006012,397,,blank,,4,Женский,Дочь,
P006013,397,,blank,,1,Мужской,Сын,
P006014,397,,blank,,56,Мужской,Хозяин,
P006015,397,,blank,,49,Мужской,Хозяин,
P006016,397,,blank,,54,Мужской,Совладелец,
P006017,397,,blank,,31,Мужской,Хозяин,В Александровском округе
P006018,397,,blank,,37,Мужской,Хозяин,В Александровском округе
P006019,397,,blank,,51,Мужской,Совладелец,В Рыковском в богадельне
P006020,397,,blank,,32,Мужской,Хозяин,
P006021,397,,blank,,37,Мужской,Хозяин,В Александровском округе
P006022,397,,blank,,30,Мужской,Совладелец,
P006023,397,,blank,,34,Мужской,Хозяин,В Александровском округе
P006024,397,,blank,,31,Мужской,Хозяин,В Рыкове
P006025,397,,blank,,58,Мужской,Хозяин,
P006026,397,,blank,,26,Мужской,Совладелец,В Александровском округе
P006027,397,,blank,,31,Мужской,Хозяин,
P006028,397,,blank,,38,Мужской,Хозяин,В Александровском округе
P006029,397,,blank,,41,Мужской,Совладелец,
P006030,398,,blank,,37,Мужской,Хозяин,
P006031,398,,blank,,40,Мужской,Хозяин,
P006032,398,,blank,,38,Мужской,Совладелец,
P006033,398,,blank,,50,Мужской,Хозяин,
P006034,398,,blank,,40,Мужской,Хозяин,
P006035,398,,blank,,30,Женский,Сожительница,
P006036,398,,blank,,3,Женский,Незаконнорожденная дочь,327
P006037,398,,blank,,0,Женский,Незаконнорожденная дочь,328
P006038,398,,blank,,54,Мужской,Хозяин,
P006039,398,,blank,,35,Мужской,Хозяин,
P006040,398,,blank,,37,Мужской,Хозяин,
P006041,398,,blank,,33,Мужской,Совладелец,В Александровском округе.2
P006042,398,,blank,,47,Мужской,Хозяин,В Александровском округе
P006043,398,,blank,,35,Мужской,Совладелец,
P006044,398,,blank,,30,Женский,Жена,В Александровском округе.4
P006045,398,,blank,,1,Мужской,Сын,
P006046,398,,blank,,46,Мужской,Хозяин,В Александровском округе
P006047,398,,blank,,28,Мужской,Совладелец,
P006048,399,,blank,,36,Мужской,Хозяин,В Александровском округе
P006049,399,,blank,,32,Мужской,Хозяин,
P006050,399,,blank,,46,Мужской,Хозяин,
P006051,399,,blank,,32,Женский,Жена,
P006052,399,,blank,,20,Мужской,Сын,
P006053,399,,blank,,17,Женский,Дочь,
P006054,399,,blank,,1,Мужской,Сын,
P006055,399,,blank,,43,Мужской,Хозяин,
P006056,399,,blank,,36,Мужской,Совладелец,
P006057,399,,blank,,30,Женский,Сожительница,
P006058,399,,blank,,51,Мужской,Хозяин,
P006059,399,,blank,,38,Мужской,Хозяин,
P006061,399,,blank,,27,Мужской,Хозяин,
P006062,399,,blank,,23,Мужской,Совладелец,
P006063,399,,blank,,36,Мужской,Хозяин,
P006064,399,,blank,,,Женский,Жена,
P006065,400,,blank,,1,Женский,Дочь,
P006066,400,,blank,,,Мужской,Хозяин,
P006067,400,,blank,,45,Мужской,Хозяин,
P006068,400,,blank,,36,Мужской,Совладелец,
P006069,400,,blank,,31,Женский,Сожительница,
P006070,400,,blank,,56,Мужской,Хозяин,
P006071,400,,blank,,36,Мужской,Совладелец,
P006072,400,,blank,,30,Мужской,Хозяин,
P006073,400,,blank,,25,Мужской,Хозяин,
P006074,400,,blank,,40,Мужской,Совладелец,
P006075,400,,blank,,37,Мужской,Хозяин,
P006076,400,,blank,,37,Мужской,Хозяин,
P006077,400,,blank,,31,Мужской,Хозяин,
P006079,400,,blank,,48,Мужской,Хозяин,
P006080,400,,blank,,31,Мужской,Хозяин,
P006081,400,,blank,,32,Женский,Сожительница,
P006082,400,,blank,,2,Мужской,Незаконнорожденный сын,9
P006083,401,,blank,,0,Мужской,Незаконнорожденный сын,329
P006084,401,,blank,,37,Мужской,Хозяин,
P006085,401,,blank,,32,Мужской,Хозяин,
P006086,401,,blank,,28,Мужской,Хозяин,
P006087,401,,blank,,22,Женский,Жена,
P006088,401,,blank,,1,Мужской,Сын,
P006089,401,,blank,,0,Мужской,Сын,
P006090,401,,blank,,25,Мужской,Совладелец,
P006091,401,,blank,,49,Мужской,Совладелец,
P006092,401,,blank,,46,Мужской,Хозяин,
P006093,401,,blank,,35,Мужской,Совладелец,
P006094,401,,blank,,29,Мужской,Хозяин,
P006095,401,,blank,,29,Мужской,Совладелец,
P006096,401,,blank,,33,Мужской,Хозяин,
P006097,401,,blank,,31,Женский,Жена,
P006098,401,,blank,,6,Женский,Дочь,
P006099,401,,blank,,0,Мужской,Сын,
P006100,401,,blank,,42,Мужской,Хозяин,
P006101,402,,blank,,37,Женский,Жена,
P006102,402,,blank,,16,Мужской,Сын,
P006103,402,,blank,,4,Мужской,Сын,
P006104,402,,blank,,0,Мужской,Сын,
P006105,402,,blank,,47,Мужской,Хозяин,
P006106,402,,blank,,27,Женский,Жена,
P006107,402,,blank,,5,Женский,Дочь,
P006108,402,,blank,,2,Мужской,Сын,
P006109,402,,blank,,0,Женский,Дочь,
P006110,402,,blank,,43,Мужской,Хозяин,
P006111,402,,blank,,28,Женский,Сожительница,
P006112,402,,blank,,2,Мужской,Незаконнорожденный сын,3
P006113,402,,blank,,27,Мужской,Хозяин,
P006114,402,,blank,,45,Мужской,Совладелец,
P006115,402,,blank,,36,Мужской,Хозяин,
P006116,402,,blank,,40,Женский,Сожительница,
P006117,402,,blank,,33,Мужской,Совладелец,
P006118,402,,blank,,58,Мужской,Совладелец,
P006120,403,,blank,,30,Женский,Сожительница,
P006121,403,,blank,,6,Мужской,Незаконнорожденный сын,305
P006122,403,,blank,,2,Мужской,Незаконнорожденный сын,306
P006123,403,,blank,,36,Мужской,Работник,
P006124,403,,blank,,34,Женский,Жена,
P006125,403,,blank,,2,Женский,Дочь,
P006126,403,,blank,,0,Мужской,Сын,
P006128,413,,blank,,50,Мужской,Хозяин,
P006129,413,,blank,,34,Мужской,Хозяин,
P006130,413,,blank,,22,Женский,Сожительница,
P006132,413,,blank,,39,Мужской,Хозяин,
P006133,413,,blank,,30,Мужской,Хозяин,
P006134,413,,blank,,25,Женский,Сожительница,Записан?
P006135,413,,blank,,43,Мужской,Хозяин,
P006136,413,,blank,,31,Мужской,Хозяин,
P006137,413,,blank,,33,Мужской,Хозяин,
P006139,413,,blank,,26,Женский,Сожительница,
P006140,413,,blank,,41,Мужской,Хозяин,
P006141,414,,blank,,29,Мужской,Хозяин,Записан в Малом Такоэ?
P006142,414,,blank,,31,Мужской,Хозяин,
P006143,414,,blank,,31,Мужской,Хозяин,
P006145,414,,blank,,34,Мужской,Хозяин,
P006146,414,,blank,,27,Женский,Сожительница,
P006147,414,,blank,,36,Мужской,Хозяин,
P006148,414,,blank,,23,Женский,Сожительница,
P006149,414,,blank,,34,Мужской,Хозяин,
P006151,414,,blank,,45,Мужской,Хозяин,
P006152,414,,blank,,,Мужской,Хозяин,
P006153,414,,blank,,39,Мужской,,
P006154,414,,blank,,34,Мужской,Хозяин,
P006155,414,,blank,,,Мужской,Хозяин,
P006156,414,,blank,,,Мужской,Хозяин,
P006157,414,,blank,,,Мужской,Хозяин,
P006158,414,,blank,,,Мужской,Хозяин,
P006159,414,,blank,,,Мужской,Хозяин,
P006163,415,,blank,,32,Мужской,Хозяин,
P006164,415,,blank,,,Мужской,Хозяин,
P006166,415,,blank,,37,Женский,Жена,
P006168,415,,blank,,23,Женский,Сожительница,
P006170,415,,blank,,21,Женский,Сожительница,
P006172,415,,blank,,40,Женский,Жена,
P006173,415,,blank,,4,Женский,Дочь,
P006174,415,,blank,,1,Мужской,Сын,
P006175,415,,blank,,37,Мужской,Хозяин,
P006176,415,,blank,,29,Женский,Сожительница,
P006177,415,,blank,,36,Мужской,Хозяин,
P006178,415,,blank,,38,Женский,Сожительница,
P006179,415,,blank,,1,Женский,Приемная дочь,29
P006180,415,,blank,,59,Мужской,Хозяин,
P006181,416,,blank,,36,Женский,Сожительница,
P006183,416,,blank,,18,Женский,Жена,
P006184,416,,blank,,66,Мужской,Отец,
P006185,416,,blank,,58,Женский,Мать,
P006186,416,,blank,,16,Мужской,Сын,
P006189,416,,blank,,35,Мужской,Работник,
P006191,416,,blank,,40,Женский,Сожительница,
P006194,416,,blank,,27,Женский,Сожительница,
P006196,416,,blank,,30,Женский,Сожительница,
P006199,417,,blank,,30,Мужской,Хозяин,
P006200,417,,blank,,30,Женский,Жена,
P006201,417,,blank,,1,Мужской,Сын,
P006202,417,,blank,,0,Женский,Дочь,
P006204,417,,blank,,34,Женский,Сожительница,
P006207,417,,blank,,40,Женский,Сожительница,
P006209,417,,blank,,44,Женский,Сожительница,
P006210,417,,blank,,20,Мужской,Незаконнорожденный сын,
P006211,417,,blank,,37,Мужской,Хозяин,
P006212,417,,blank,,29,Женский,Жена,
P006213,417,,blank,,2,Мужской,Сын,
P006216,417,,blank,,36,Женский,Сожительница,
P006217,418,,blank,,10,Мужской,Незаконнорожденный сын,28
P006218,418,,blank,,8,Мужской,Незаконнорожденный сын,27
P006220,418,,blank,,32,Женский,Сожительница,
P006221,418,,blank,,0,Женский,Незаконнорожденная дочь,26
P006224,418,,blank,,40,Мужской,Жилец,
P006225,418,,blank,,21,Женский,Жена,
P006226,418,,blank,,31,Женский,Хозяйка,
P006227,418,,blank,,6,Женский,Незаконнорожденная дочь,25
P006228,418,,blank,,48,Женский,Хозяйка,
P006230,418,,blank,,24,Женский,Хозяйка,
P006231,418,,blank,,37,Мужской,Сожитель,
P006232,418,,blank,,40,Женский,Жилица,
P006233,418,,blank,,7,Мужской,Незаконнорожденный сын,24
P006234,418,,blank,,29,Мужской,Хозяин,
P006235,418,,blank,,25,Женский,Жена,
P006236,419,,blank,,30,Мужской,Хозяин,
P006237,419,,blank,,24,Женский,Сожительница,
P006238,419,,blank,,4,Мужской,Незаконнорожденный сын,23
P006239,419,,blank,,50,Мужской,Хозяин,
P006240,419,,blank,,50,Женский,Жена,
P006241,419,,blank,,40,Мужской,Хозяин,
P006244,419,,blank,,40,Мужской,Хозяин,
P006245,419,,blank,,38,Мужской,Жилец,
P006246,419,,blank,,35,Женский,Сожительница,
P006247,419,,blank,,31,Мужской,Хозяин,
P006248,419,,blank,,30,Женский,Жена,
P006249,419,,blank,,0,Женский,Дочь,
P006250,419,,blank,,30,Мужской,Жилец,
P006251,419,,blank,,31,Мужской,Хозяин,
P006252,420,,blank,,27,Женский,Жена,
P006255,420,,blank,,37,Мужской,Хозяин,
P006256,420,,blank,,33,Мужской,Жилец,
P006257,420,,blank,,27,Женский,Жена,
P006258,420,,blank,,40,Мужской,Хозяин,
P006259,420,,blank,,30,Женский,Жена,
P006261,420,,blank,,33,Мужской,Хозяин,
P006262,420,,blank,,25,Женский,Жена,
P006263,420,,blank,,2,Женский,Дочь,
P006264,420,,blank,,0,Женский,Дочь,
P006265,420,,blank,,28,Мужской,Жилец,
P006266,420,,blank,,37,Мужской,Хозяин,
P006267,420,,blank,,31,Женский,Сожительница,
P006268,421,,blank,,6,Женский,Незаконнорожденная дочь,22
P006269,421,,blank,,5,Женский,Незаконнорожденная дочь,20
P006270,421,,blank,,0,Женский,Незаконнорожденная дочь,21
P006271,421,,blank,,45,Женский,Жилица,
P006272,421,,blank,,28,Мужской,Хозяин,
P006273,421,,blank,,27,Женский,Жена,
P006274,421,,blank,,3,Женский,Дочь,
P006275,421,,blank,,30,Мужской,Хозяин,
P006276,421,,blank,,28,Женский,Сожительница,
P006277,421,,blank,,4,Женский,Незаконнорожденная дочь,19
P006278,421,,blank,,2,Женский,Незаконнорожденная дочь,18
P006279,421,,blank,,40,Женский,Жилица,
P006281,421,,blank,,35,Женский,Жилица,
P006283,421,,blank,,27,Мужской,Хозяин,
P006284,421,,blank,,24,Мужской,Работник,
P006286,422,,blank,,20,Женский,Сожительница,
P006287,422,,blank,,0,Мужской,Незаконнорожденный сын,2 недели; 17
P006289,422,,blank,,29,Женский,Сожительница,
P006291,422,,blank,,37,Мужской,Хозяин,
P006292,422,,blank,,26,Женский,Сожительница,
P006293,422,,blank,,27,Женский,Жилица,
P006294,422,,blank,,40,Мужской,Хозяин,
P006295,422,,blank,,32,Мужской,Брат,
P006296,422,,blank,,29,Мужской,Хозяин,
P006297,422,,blank,,26,Женский,Жена,
P006298,422,,blank,,35,Мужской,Хозяин,Во Владивостоке
P006300,422,,blank,,30,Мужской,Жилец,
P006301,422,,blank,,,Женский,Жена,
P006302,423,,blank,,40,Мужской,Хозяин,
P006303,423,,blank,,32,Женский,Жена,
P006305,423,,blank,,28,Женский,Жена,
P006306,423,,blank,,1,Женский,Дочь,
P006308,423,,blank,,,Мужской,Хозяин,
P006309,423,,blank,,,Мужской,Хозяин,
P006311,423,,blank,,43,Женский,Жена,
P006312,423,,blank,,19,Мужской,Сын,
P006313,423,,blank,,26,Мужской,Хозяин,
P006314,423,,blank,,77,Мужской,Хозяин,
P006315,423,,blank,,60,Мужской,Совладелец,
P006317,424,,blank,,32,Женский,Сожительница,
P006318,424,,blank,,1,Мужской,Незаконнорожденный сын,126
P006319,424,,blank,,23,Мужской,Хозяин,
P006320,424,,blank,,63,Мужской,Хозяин,
P006321,424,,blank,,52,Мужской,Хозяин,
P006322,424,,blank,,45,Мужской,Хозяин,
P006323,424,,blank,,24,Женский,Хозяйка,
P006324,424,,blank,,40,Мужской,Хозяин,
P006325,424,,blank,,25,Женский,Сожительница,
P006326,424,,blank,,1,Женский,Незаконнорожденная дочь,125
P006327,424,,blank,,40,Мужской,Хозяин,
P006329,424,,blank,,36,Мужской,Хозяин,
P006330,424,,blank,,29,Мужской,Хозяин,
P006331,424,,blank,,47,Мужской,Хозяин,
P006332,424,,blank,,43,Мужской,Хозяин,
P006333,424,,blank,,31,Женский,Сожительница,
P006334,424,,blank,,35,Мужской,Хозяин,
P006335,424,,blank,,22,Женский,Сожительница,
P006336,424,,blank,,2,Женский,Незаконнорожденная дочь,124
P006337,425,,blank,,50,Мужской,Хозяин,
P006338,425,,blank,,49,Мужской,Хозяин,
P006339,425,,blank,,28,Мужской,Хозяин,
P006340,425,,blank,,53,Мужской,Хозяин,
P006341,425,,blank,,42,Мужской,Хозяин,
P006342,425,,blank,,52,Мужской,Хозяин,
P006343,425,,blank,,66,Женский,Сожительница,
P006344,425,,blank,,61,Мужской,Хозяин,
P006345,425,,blank,,66,Мужской,Хозяин,
P006346,425,,blank,,41,Мужской,Хозяин,
P006347,425,,blank,,34,Женский,Сожительница,
P006348,425,,blank,,75,Мужской,Хозяин,
P006349,425,,blank,,70,Мужской,Хозяин,В Мауке
P006351,425,,blank,,64,Мужской,Хозяин,
P006352,425,,blank,,60,Мужской,Хозяин,
P006353,425,,blank,,59,Женский,Жена,
P006354,425,,blank,,41,Мужской,Хозяин,
P006355,425,,blank,,64,Мужской,Хозяин,
P006356,425,,blank,,75,Мужской,Хозяин,
P006358,426,,blank,,44,Женский,Жена,
P006359,426,,blank,,19,Мужской,Сын,
P006360,426,,blank,,18,Женский,Дочь,
P006361,426,,blank,,5,Мужской,Сын,
P006362,426,,blank,,3,Женский,Дочь,
P006363,426,,blank,,2,Женский,Дочь,
P006364,426,,blank,,0,Мужской,Сын,
P006365,426,,blank,,55,Мужской,Хозяин,
P006367,426,,blank,,73,Мужской,Хозяин,
P006368,426,,blank,,70,Мужской,Хозяин,
P006371,426,,blank,,30,Мужской,Хозяин,
P006373,426,,blank,,40,Мужской,Хозяин,
P006374,427,,blank,,64,Мужской,Хозяин,
P006375,427,,blank,,35,Мужской,Хозяин,
P006376,427,,blank,,33,Женский,Сожительница,
P006377,427,,blank,,1,Мужской,Незаконнорожденный сын,123
P006378,427,,blank,,66,Мужской,Хозяин,
P006379,427,,blank,,75,Мужской,Хозяин,
P006381,427,,blank,,38,Мужской,Хозяин,
P006382,427,,blank,,25,Женский,Сожительница,
P006383,427,,blank,,40,Мужской,Хозяин,
P006384,427,,blank,,22,Женский,Сожительница,
P006385,427,,blank,,0,Женский,Незаконнорожденная дочь,91
P006389,428,,blank,,30,Женский,Сожительница,
P006390,428,,blank,,2,Женский,Незаконнорожденная дочь,90
P006391,428,,blank,,0,Женский,Незаконнорожденная дочь,89
P006393,428,,blank,,39,Мужской,Хозяин,
P006394,428,,blank,,63,Мужской,Хозяин,
P006395,428,,blank,,62,Женский,Сожительница,
P006397,428,,blank,,29,Женский,Сожительница,
P006399,428,,blank,,28,Мужской,Хозяин,
P006403,428,,blank,,44,Мужской,Хозяин,
P006405,429,,blank,,28,Мужской,Хозяин,
P006407,429,,blank,,29,Женский,Жена,
P006408,429,,blank,,3,Женский,Дочь,
P006409,429,,blank,,0,Женский,Дочь,
P006410,429,,blank,,40,Мужской,Хозяин,
P006411,429,,blank,,23,Женский,Жена,
P006412,429,,blank,,0,Мужской,Сын,
P006413,429,,blank,,1,Женский,Дочь,
P006416,429,,blank,,27,Женский,Жена,
P006417,429,,blank,,4,Мужской,Сын,
P006418,429,,blank,,2,Женский,Дочь,
P006419,429,,blank,,0,Женский,Дочь,
P006423,430,,blank,,29,Женский,Сожительница,
P006424,430,,blank,,1,Мужской,Незаконнорожденный сын,4
P006425,430,,blank,,25,Мужской,Хозяин,
P006426,430,,blank,,36,Мужской,Хозяин,
P006427,430,,blank,,30,Женский,,
P006428,430,,blank,,45,Мужской,Хозяин,
P006429,430,,blank,,31,Женский,Сожительница,
P006430,430,,blank,,44,Женский,Хозяйка,
P006431,430,,blank,,46,Мужской,Хозяин,
P006432,430,,blank,,28,Женский,Сожительница,
P006433,430,,blank,,0,Женский,Незаконнорожденная дочь,51
P006436,431,,blank,,32,Женский,Сожительница,
P006437,431,,blank,,30,Мужской,Хозяин,
P006438,431,,blank,,27,Женский,Сожительница,
P006439,431,,blank,,2,Женский,Незаконнорожденная дочь,50
P006440,431,,blank,,39,Мужской,Хозяин,В Мауке
P006442,431,,blank,,30,Женский,Жена,
P006443,431,,blank,,5,Женский,Незаконнорожденная дочь,49
P006444,431,,blank,,1,Мужской,Незаконнорожденный сын,48
P006445,431,,blank,,30,Мужской,Хозяин,
P006446,431,,blank,,35,Женский,Хозяйка,
P006447,431,,blank,,5,Мужской,Незаконнорожденный сын,
P006449,431,,blank,,27,Женский,Сожительница,
P006450,431,,blank,,1,Мужской,Незаконнорожденный сын,46
P006452,431,,blank,,35,Женский,Сожительница,
P006453,431,,blank,,1,Женский,Незаконнорожденная дочь,45
P006455,432,,blank,,46,Мужской,Хозяин,
P006456,432,,blank,,37,Женский,Сожительница,
P006457,432,,blank,,4,Женский,Незаконнорожденная дочь,44
P006458,432,,blank,,3,Мужской,Незаконнорожденный сын,43
P006459,432,,blank,,29,Мужской,Хозяин,
P006460,432,,blank,,29,Мужской,Хозяин,
P006462,432,,blank,,25,Женский,Сожительница,
P006463,432,,blank,,4,Женский,Незаконнорожденная дочь,42
P006465,432,,blank,,27,Женский,Жена,
P006466,432,,blank,,6,Женский,Незаконнорожденная дочь,41
P006468,432,,blank,,40,Мужской,Хозяин,
P006469,432,,blank,,22,Женский,Сожительница,
P006471,432,,blank,,39,Женский,Сожительница,
P006472,433,,blank,,44,Мужской,Хозяин,
P006473,433,,blank,,35,Женский,Сожительница,
P006474,433,,blank,,5,Женский,Незаконнорожденная дочь,40
P006475,433,,blank,,58,Мужской,Хозяин,
P006476,433,,blank,,42,Женский,Сожительница,
P006477,433,,blank,,7,Мужской,Незаконнорожденный сын,38
P006478,433,,blank,,4,Женский,Незаконнорожденная дочь,37
P006479,433,,blank,,2,Женский,Незаконнорожденная дочь,36
P006480,433,,blank,,0,Женский,Незаконнорожденная дочь,39
P006481,433,,blank,,38,Мужской,Хозяин,
P006482,433,,blank,,27,Женский,Сожительница,
P006483,433,,blank,,1,Мужской,Незаконнорожденный сын,35
P006484,433,,blank,,0,Мужской,Незаконнорожденный сын,34
P006485,433,,blank,,38,Мужской,Хозяин,
P006486,433,,blank,,33,Женский,Жена,
