person_id,page_number,occupation,entry_type,occupation_norm_proposed,age,sex,family_status_norm,comments
P001616,126,,blank,,38,Женский,Хозяйка,
P001618,126,,blank,,30,Женский,Сожительница,
P001619,126,,blank,,2,Мужской,Приемный сын,
P001620,126,,blank,,65,Мужской,Жилец,
P001621,126,,blank,,26,Мужской,Работник,
P001622,126,,blank,,45,Мужской,Хозяин,
P001623,126,,blank,,32,Женский,Сожительница,
P001624,126,,blank,,6,Женский,Незаконнорожденная дочь,488
P001625,126,,blank,,30,Мужской,Жилец,
P001627,126,,blank,,40,Женский,Сожительница,
P001630,127,,blank,,28,Мужской,Работник,
P001632,127,,blank,,35,Женский,Сожительница,
P001633,127,,blank,,16,Женский,Незаконнорожденная дочь,
P001635,127,,blank,,39,Мужской,Работник,
P001636,127,,blank,,32,Мужской,Хозяин,
P001637,127,,blank,,75,Женский,Мать,
P001638,127,,blank,,32,Женский,Сожительница,
P001639,127,,blank,,6,Женский,Незаконнорожденная дочь,487
P001640,127,,blank,,4,Женский,Незаконнорожденная дочь,486
P001641,127,,blank,,2,Женский,Незаконнорожденная дочь,485
P001642,127,,blank,,0,Женский,Незаконнорожденная дочь,484
P001643,127,,blank,,70,Мужской,Жилец,
P001644,127,,blank,,44,Мужской,Работник,В. Армудан
P001645,127,,blank,,30,Мужской,Работник,Живет в Александровском посту в доме Сотникова
P001647,128,,blank,,40,Женский,Жена,
P001648,128,,blank,,19,Мужской,Сын,В Софийске
P001649,128,,blank,,16,Мужской,Сын,В Софийске
P001650,128,,blank,,12,Женский,Дочь,
P001651,128,,blank,,9,Мужской,Сын,
P001652,128,,blank,,6,Женский,Дочь,
P001653,128,,blank,,2,Женский,Дочь,
P001655,128,,blank,,37,Мужской,Хозяин,
P001656,128,,blank,,35,Женский,Сожительница,
P001657,128,,blank,,8,Женский,Незаконнорожденная дочь,483
P001658,128,,blank,,50,Мужской,Хозяин,"Жена умерла на Сахалине, дети законные"
P001659,128,,blank,,18,Мужской,Сын,
P001660,128,,blank,,13,Мужской,Сын,
P001661,128,,blank,,10,Мужской,Сын,
P001662,129,,blank,,42,Женский,Сожительница,
P001664,129,,blank,,45,Женский,Жена,
P001665,129,,blank,,18,Мужской,Пасынок,В Хабаровке
P001666,129,,blank,,16,Мужской,Пасынок,В Хабаровке
P001667,129,,blank,,13,Женский,Дочь,
P001668,129,,blank,,43,Мужской,Хозяин,
P001669,129,,blank,,42,Женский,Жена,
P001670,129,,blank,,12,Женский,Приемная дочь,482
P001671,129,,blank,,54,Мужской,Хозяин,
P001672,129,,blank,,45,Женский,Жена,
P001673,129,,blank,,45,Мужской,Жилец,
P001674,129,,blank,,29,Мужской,Работник,
P001675,129,,blank,,42,Женский,Хозяйка,
P001676,129,,blank,,56,Мужской,Сожитель,
P001677,129,,blank,,3,Женский,Дочь,
P001678,130,,blank,,64,Мужской,Брат,
P001679,130,,blank,,91,Женский,Мать,153 11а.2
P001681,130,,blank,,42,Женский,Жена,
P001682,130,,blank,,14,Мужской,Сын,
P001683,130,,blank,,11,Мужской,Сын,
P001684,130,,blank,,7,Женский,Дочь,
P001685,130,,blank,,4,Мужской,Сын,
P001686,130,,blank,,1,Мужской,Сын,
P001687,130,,blank,,40,Мужской,Хозяин,
P001688,130,,blank,,44,Женский,Жена,
P001689,130,,blank,,2,Женский,Дочь,
P001690,130,,blank,,42,Мужской,Хозяин,
P001691,130,,blank,,71,Мужской,Работник,
P001694,131,,blank,,40,Мужской,Хозяин,
P001695,131,,blank,,47,Женский,Жена,
P001696,131,,blank,,18,Мужской,Сын,
P001697,131,,blank,,15,Женский,Дочь,
P001698,131,,blank,,10,Женский,Дочь,
P001699,131,,blank,,2,Женский,Дочь,
P001700,131,,blank,,47,Мужской,Хозяин,
P001701,131,,blank,,40,Женский,Жена,
P001702,131,,blank,,11,Женский,Дочь,
P001703,131,,blank,,8,Женский,Дочь,
P001704,131,,blank,,4,Мужской,Сын,
P001706,131,,blank,,30,Женский,Жена,
P001707,131,,blank,,28,Мужской,Жилец,
P001708,131,,blank,,27,Женский,Жена,
P001710,132,,blank,,31,Женский,Жена,
P001711,132,,blank,,12,Женский,Дочь,
P001712,132,,blank,,11,Женский,Дочь,
P001713,132,,blank,,3,Женский,Дочь,
P001714,132,,blank,,0,Женский,Дочь,
P001716,132,,blank,,20,Женский,Жена,
P001717,132,,blank,,37,Мужской,Муж,
P001718,132,,blank,,33,Женский,Хозяйка,
P001719,132,,blank,,48,Мужской,Хозяин,
P001720,132,,blank,,48,Женский,Жена,
P001721,132,,blank,,12,Мужской,Сын,
P001722,132,,blank,,14,Женский,Дочь,
P001724,132,,blank,,45,Мужской,Хозяин,
P001725,132,,blank,,45,Женский,Жена,
P001726,132,,blank,,16,Мужской,Сын,
P001727,133,,blank,,6,Мужской,Сын,
P001728,133,,blank,,1,Мужской,Сын,
P001729,133,,blank,,45,Женский,Хозяйка,
P001730,133,,blank,,23,Мужской,Сын,
P001731,133,,blank,,5,Мужской,Незаконнорожденный сын,432
P001732,133,,blank,,4,Мужской,Незаконнорожденный сын,433
P001733,133,,blank,,3,Женский,Незаконнорожденная дочь,434
P001734,133,,blank,,41,Мужской,Сожитель,
P001735,133,,blank,,37,Мужской,Хозяин,
P001736,133,,blank,,36,Женский,Жена,
P001737,133,,blank,,2,Мужской,Сын,
P001739,133,,blank,,40,Женский,Жена,
P001741,133,,blank,,41,Женский,Жена,
P001744,134,,blank,,45,Женский,Жена,Первый муж умер на Сахалине
P001745,134,,blank,,25,Мужской,Хозяин,
P001746,134,,blank,,14,Женский,Дочь,
P001747,134,,blank,,11,Женский,Дочь,
P001748,134,,blank,,9,Мужской,Сын,
P001749,134,,blank,,6,Женский,Дочь,
P001750,134,,blank,,37,Мужской,Хозяин,
P001751,134,,blank,,37,Женский,Жена,
P001752,134,,blank,,1,Мужской,Сын,
P001753,134,,blank,,68,Мужской,Работник,
P001754,134,,blank,,29,Мужской,Хозяин,
P001755,134,,blank,,28,Женский,Жена,
P001757,134,,blank,,60,Мужской,Жилец,В Ташкенте
P001758,134,,blank,,55,Мужской,Хозяин,
P001759,134,,blank,,57,Женский,Жена,
P001760,135,,blank,,15,Мужской,Сын,
P001761,135,,blank,,12,Мужской,Сын,
P001762,135,,blank,,4,Мужской,Сын,
P001764,135,,blank,,42,Женский,Сожительница,
P001765,135,,blank,,18,Женский,Дочь,
P001766,135,,blank,,48,Мужской,Работник,
P001768,135,,blank,,42,Мужской,Хозяин,
P001769,135,,blank,,30,Женский,Сожительница,
P001771,135,,blank,,50,Мужской,Хозяин,
P001772,135,,blank,,40,Женский,Жена,
P001773,135,,blank,,9,Женский,Дочь,
P001775,135,,blank,,40,Женский,Жена,
P001776,136,,blank,,17,Мужской,Сын,
P001778,136,,blank,,45,Женский,Сожительница,
P001780,136,,blank,,3,Женский,Незаконнорожденная дочь,435
P001781,136,,blank,,0,Мужской,Незаконнорожденный сын,436
P001782,136,,blank,,27,Женский,Сожительница,
P001783,136,,blank,,38,Мужской,Работник,
P001785,136,,blank,,46,Женский,Сожительница,
P001787,136,,blank,,52,Женский,Жена,
P001788,136,,blank,,17,Женский,Дочь,
P001789,136,,blank,,13,Мужской,Сын,
P001790,136,,blank,,10,Мужской,Сын,
P001791,136,,blank,,8,Мужской,Сын,
P001792,136,,blank,,6,Женский,Дочь,
P001793,137,,blank,,3,Мужской,Сын,
P001795,137,,blank,,50,Женский,Жена,
P001796,137,,blank,,10,Мужской,Сын,
P001797,137,,blank,,45,Мужской,Хозяин,
P001798,137,,blank,,40,Женский,Жена,
P001799,137,,blank,,,Мужской,Жилец,452 286 233
P001801,137,,blank,,33,Женский,Жена,
P001803,137,,blank,,30,Женский,Жена,
P001804,137,,blank,,5,Мужской,Сын,
P001805,137,,blank,,3,Мужской,Сын,
P001806,137,,blank,,0,Женский,Дочь,
P001807,137,,blank,,50,Мужской,Хозяин,
P001808,138,,blank,,47,Женский,Жена,
P001809,138,,blank,,2,Женский,Дочь,
P001810,138,,blank,,25,Мужской,Хозяин,
P001811,138,,blank,,22,Женский,Жена,
P001812,138,,blank,,52,Мужской,Хозяин,
P001813,138,,blank,,52,Женский,Сожительница,
P001815,138,,blank,,42,Женский,Жена,
P001816,138,,blank,,16,Женский,Дочь,
P001817,138,,blank,,52,Мужской,Хозяин,
P001818,138,,blank,,40,Женский,Жена,
P001819,138,,blank,,40,Мужской,Жилец,
P001820,138,,blank,,39,Мужской,Хозяин,
P001821,138,,blank,,30,Женский,Жена,
P001824,139,,blank,,53,Мужской,Хозяин,
P001825,139,,blank,,41,Женский,Жена,
P001827,139,,blank,,12,Женский,Незаконнорожденная дочь,437
P001828,139,,blank,,9,Мужской,Незаконнорожденный сын,438
P001829,139,,blank,,45,Женский,Сожительница,
P001830,139,,blank,,40,Мужской,Хозяин,
P001831,139,,blank,,44,Женский,Сожительница,
P001833,139,,blank,,50,Женский,Сожительница,
P001834,139,,blank,,60,Мужской,Хозяин,
P001835,139,,blank,,50,Женский,Жена,
P001836,139,,blank,,17,Мужской,Сын,
P001838,139,,blank,,52,Женский,Жена,
P001839,140,,blank,,37,Мужской,Хозяин,
P001840,140,,blank,,34,Женский,Жена,
P001841,140,,blank,,7,Женский,Дочь,Николаевске
P001842,140,,blank,,45,Мужской,Хозяин,
P001843,140,,blank,,40,Женский,Жена,
P001844,140,,blank,,16,Мужской,Сын,
P001845,140,,blank,,0,Мужской,Сын,
P001847,140,,blank,,27,Женский,Жена,
P001848,140,,blank,,6,Мужской,Сын,
P001850,140,,blank,,31,Женский,Жена,
P001853,140,,blank,,25,Женский,Жена,
P001855,141,,blank,,3,Женский,Дочь,
P001857,141,,blank,,35,Женский,Жена,
P001858,141,,blank,,1,Мужской,Сын,
P001861,141,,blank,,53,Женский,Жена,
P001862,141,,blank,,,Мужской,Работник,
P001863,141,,blank,,33,Мужской,Хозяин,
P001864,141,,blank,,33,Женский,Жена,
P001865,141,,blank,,0,Мужской,Сын,2 недели
P001867,141,,blank,,44,Женский,Сожительница,
P001868,141,,blank,,30,Мужской,Жилец,
P001870,142,,blank,,50,Женский,Жена,
P001871,142,,blank,,10,Женский,Приемная дочь,
P001873,142,,blank,,36,Женский,Сожительница,
P001874,142,,blank,,6,Женский,Незаконнорожденная дочь,387
P001875,142,,blank,,50,Мужской,Хозяин,
P001876,142,,blank,,30,Женский,Жена,
P001877,142,,blank,,62,Женский,Работница,Муж в казарме
P001878,142,,blank,,60,Мужской,Хозяин,
P001879,142,,blank,,60,Женский,Жена,
P001881,142,,blank,,46,Женский,Жена,
P001885,143,,blank,,38,Женский,Сожительница,
P001887,143,,blank,,36,Женский,Сожительница,
P001888,143,,blank,,5,Женский,Незаконнорожденная дочь,1
P001889,143,,blank,,3,Женский,Незаконнорожденная дочь,389
P001892,143,,blank,,34,Женский,Жена,
P001894,143,,blank,,13,Мужской,Незаконнорожденный сын,390
P001895,143,,blank,,3,Женский,Незаконнорожденная дочь,391
P001897,143,,blank,,35,Мужской,Хозяин,
P001898,143,,blank,,33,Женский,Жена,
P001900,144,,blank,,35,Женский,Сожительница,
P001901,144,,blank,,8,Мужской,Незаконнорожденный сын,392
P001902,144,,blank,,4,Женский,Незаконнорожденная дочь,393
P001903,144,,blank,,2,Мужской,Незаконнорожденный сын,394
P001904,144,,blank,,0,Мужской,Незаконнорожденный сын,395
P001905,144,,blank,,45,Мужской,Работник,
P001907,144,,blank,,50,Женский,Жена,
P001909,144,,blank,,59,Женский,Жена,
P001910,144,,blank,,41,Мужской,Работник,
P001911,144,,blank,,49,Мужской,Хозяин,
P001912,144,,blank,,43,Женский,Жена,
P001914,144,,blank,,45,Женский,Жена,
P001915,144,,blank,,12,Женский,Дочь,
P001916,144,,blank,,9,Женский,Дочь,
P001917,145,,blank,,6,Мужской,Сын,
P001918,145,,blank,,4,Мужской,Сын,
P001919,145,,blank,,35,Мужской,Работник,
P001920,145,,blank,,66,Женский,Жилица,
P001922,145,,blank,,13,Женский,Дочь,
P001923,145,,blank,,6,Женский,Дочь,
P001925,145,,blank,,4,Женский,Незаконнорожденная дочь,396
P001926,145,,blank,,2,Женский,Незаконнорожденная дочь,397
P001927,145,,blank,,39,Мужской,Сожитель,
P001928,145,,blank,,34,Мужской,Хозяин,Административный
P001930,145,,blank,,35,Мужской,Хозяин,
P001931,145,,blank,,40,Женский,Сожительница,
P001933,145,,blank,,39,Женский,Сожительница,
P001935,146,,blank,,41,Женский,Сожительница,
P001937,146,,blank,,30,Женский,Сожительница,
P001938,146,,blank,,3,Женский,Незаконнорожденная дочь,398
P001940,146,,blank,,44,Женский,Жена,
P001942,146,,blank,,46,Женский,Сожительница,
P001944,146,,blank,,28,Женский,Жена,
P001946,146,,blank,,35,Женский,Жена,
P001947,146,,blank,,5,Мужской,Сын,
P001948,146,,blank,,0,Мужской,Сын,
P001951,146,,blank,,70,Женский,Жена,
P001953,147,,blank,,50,Женский,Сожительница,
P001957,147,,blank,,26,Женский,Сожительница,
P001958,147,,blank,,2,Мужской,Незаконнорожденный сын,399
P001961,147,,blank,,55,Мужской,Работник,
P001963,147,,blank,,42,Женский,Сожительница,
P001965,147,,blank,,36,Женский,Жена,
P001966,147,,blank,,50,Мужской,Хозяин,
P001967,147,,blank,,46,Женский,Сожительница,
P001968,147,,blank,,7,Мужской,Незаконнорожденный сын,400
P001969,147,,blank,,5,Женский,Незаконнорожденная дочь,401
P001970,147,,blank,,3,Мужской,Незаконнорожденный сын,402
P001971,148,,blank,,0,Женский,Незаконнорожденная дочь,403
P001973,148,,blank,,45,Женский,Жена,
P001974,148,,blank,,14,Мужской,Сын,
P001975,148,,blank,,10,Женский,Дочь,
P001976,148,,blank,,9,Мужской,Сын,
P001977,148,,blank,,7,Женский,Дочь,
P001978,148,,blank,,4,Женский,Дочь,
P001979,148,,blank,,2,Женский,Дочь,
P001981,148,,blank,,30,Женский,Сожительница,
P001982,148,,blank,,3,Женский,Незаконнорожденная дочь,404
P001984,148,,blank,,40,Женский,Жена,
P001985,148,,blank,,45,Мужской,Хозяин,
P001986,148,,blank,,37,Женский,Сожительница,
P001988,149,,blank,,36,Женский,Жена,
P001989,149,,blank,,1,Женский,Дочь,
P001992,149,,blank,,17,Женский,Незаконнорожденная дочь,В Николаевске
P001993,149,,blank,,11,Мужской,Незаконнорожденный сын,405
P001994,149,,blank,,8,Мужской,Незаконнорожденный сын,406
P001995,149,,blank,,5,Мужской,Незаконнорожденный сын,407
P001996,149,,blank,,51,Женский,Сожительница,
P001998,149,,blank,,39,Женский,Жена,
P001999,149,,blank,,9,Женский,Дочь,
P002000,149,,blank,,7,Женский,Дочь,
P002001,149,,blank,,4,Мужской,Сын,
P002002,149,,blank,,2,Мужской,Сын,
P002003,149,,blank,,42,Мужской,Хозяин,
P002004,150,,blank,,32,Женский,Жена,
P002005,150,,blank,,3,Мужской,Сын,
P002006,150,,blank,,2,Мужской,Сын,
P002007,150,,blank,,0,Мужской,Сын,
P002009,150,,blank,,44,Женский,Жена,
P002010,150,,blank,,0,Женский,Дочь,
P002012,150,,blank,,37,Женский,Сожительница,
P002014,150,,blank,,17,Женский,Жена,
P002016,150,,blank,,60,Женский,Сожительница,
P002018,150,,blank,,36,Мужской,Хозяин,
P002019,150,,blank,,35,Женский,Жена,
P002021,151,,blank,,41,Женский,Жилица,
P002023,151,,blank,,38,Женский,Жена,
P002025,151,,blank,,27,Женский,Жена,
P002027,151,,blank,,50,Женский,Жена,
P002029,151,,blank,,38,Женский,Сожительница,
P002030,151,,blank,,35,Мужской,Хозяин,
P002031,151,,blank,,33,Женский,Сожительница,
P002032,151,,blank,,5,Мужской,Незаконнорожденный сын,488
P002034,151,,blank,,42,Женский,Сожительница,
P002035,151,,blank,,8,Мужской,Незаконнорожденный сын,409
P002036,151,,blank,,4,Женский,Незаконнорожденная дочь,410
P002037,151,,blank,,0,Мужской,Незаконнорожденный сын,411
P002041,152,,blank,,63,Женский,Жена,
P002042,152,,blank,,22,Женский,Дочь,
P002043,152,,blank,,8,Женский,Дочь,
P002046,152,,blank,,4,Мужской,Сын,
P002048,152,,blank,,52,Женский,Сожительница,
P002049,152,,blank,,62,Мужской,Жилец,
P002050,152,,blank,,55,Женский,Жилица,
P002051,152,,blank,,41,Мужской,Хозяин,
P002052,152,,blank,,32,Женский,Сожительница,
P002053,152,,blank,,5,Мужской,Незаконнорожденный сын,412
P002054,153,,blank,,1,Женский,Незаконнорожденная дочь,413
P002056,153,,blank,,30,Женский,Сожительница,
P002057,153,,blank,,7,Женский,Дочь,
P002060,153,,blank,,73,Мужской,Сожитель,
P002062,153,,blank,,38,Женский,Сожительница,
P002063,153,,blank,,23,Мужской,Работник,
P002064,153,,blank,,30,Мужской,Работник,
P002066,153,,blank,,55,Мужской,Работник,
P002067,153,,blank,,46,Мужской,Хозяин,
P002069,153,,blank,,60,Мужской,Хозяин,
P002070,154,,blank,,50,Женский,Жена,
P002072,154,,blank,,12,Женский,Дочь,
P002074,154,,blank,,55,Женский,Жена,
P002075,154,,blank,,23,Мужской,Работник,
P002076,154,,blank,,29,Мужской,Хозяин,
P002077,154,,blank,,28,Женский,Жена,
P002078,154,,blank,,50,Мужской,Работник,
P002080,154,,blank,,39,Женский,Сожительница,
P002083,154,,blank,,36,Женский,Сожительница,
P002084,154,,blank,,2,Женский,Незаконнорожденная дочь,414
P002086,155,,blank,,31,Женский,Жена,
P002087,155,,blank,,2,Женский,Дочь,
P002089,155,,blank,,38,Женский,Сожительница,
P002090,155,,blank,,70,Мужской,Жилец,
P002091,155,,blank,,40,Мужской,Хозяин,
P002092,155,,blank,,40,Женский,Жена,
P002093,155,,blank,,1,Мужской,Сын,
P002095,155,,blank,,40,Женский,Сожительница,
P002097,155,,blank,,40,Женский,Жена,
P002098,155,,blank,,3,Мужской,,
P002099,155,,blank,,0,Женский,,
P002100,155,,blank,,65,Мужской,Жилец,
P002103,155,,blank,,28,Мужской,Работник,
P002105,156,,blank,,44,Женский,Жена,
P002107,156,,blank,,47,Женский,Жена,
P002109,156,,blank,,48,Женский,Жена,
P002110,156,,blank,,26,Мужской,Работник,
P002112,156,,blank,,41,Женский,Жена,
P002114,156,,blank,,27,Женский,Жена,
P002115,156,,blank,,5,Мужской,Сын,
P002116,156,,blank,,2,Женский,Дочь,
P002118,156,,blank,,69,Мужской,,
P002121,157,,blank,,22,Женский,Жилица,
P002124,157,,blank,,33,Женский,Сожительница,
P002125,157,,blank,,11,Женский,Незаконнорожденная дочь,415
P002126,157,,blank,,8,Мужской,Незаконнорожденный сын,416
P002127,157,,blank,,4,Женский,Незаконнорожденная дочь,417
P002128,157,,blank,,1,Мужской,Незаконнорожденный сын,418
P002137,158,,blank,,72,Мужской,,
P002141,158,,blank,,29,Мужской,Хозяин,9
P002145,158,,blank,,32,Женский,Сожительница,1
P002146,158,,blank,,5,Мужской,Незаконнорожденный сын,
P002149,159,,blank,,45,Женский,Жена,17
P002152,159,,blank,,53,Женский,Сожительница,20
P002153,159,,blank,,27,Мужской,Хозяин,21
P002156,159,,blank,,37,Мужской,Хозяин,24
P002157,159,,blank,,31,Женский,Жена,25
P002159,159,,blank,,20,Женский,Сожительница,27
P002160,159,,blank,,,Мужской,Хозяин,28
P002169,160,,blank,,27,Женский,Сожительница,37
P002173,160,,blank,,33,Мужской,Хозяин,41
P002176,160,,blank,,24,Женский,Жена,44
P002177,160,,blank,,2,Мужской,Сын,45
P002179,160,,blank,,30,Мужской,Хозяин,47
P002181,161,,blank,,32,Мужской,Хозяин,49
P002182,161,,blank,,22,Женский,Сожительница,50
P002183,161,,blank,,0,Мужской,Незаконнорожденный сын,343 51
P002185,161,,blank,,0,Женский,Незаконнорожденная дочь,344 54
P002189,161,,blank,,36,Женский,Сожительница,57
P002191,161,,blank,,27,Женский,Сожительница,59
P002192,161,,blank,,3,Мужской,Незаконнорожденный сын,345 60
P002193,161,,blank,,1,Женский,Дочь,346 61
P002195,161,,blank,,38,Женский,Сожительница,63
P002196,161,,blank,,15,Женский,Незаконнорожденная дочь,347 64
P002197,162,,blank,,50,Мужской,Хозяин,65
P002201,162,,blank,,35,Женский,Сожительница,69
P002203,162,,blank,,40,Мужской,Хозяин,71
P002204,162,,blank,,45,Женский,Сожительница,72
P002205,162,,blank,,30,Мужской,Хозяин,73
P002206,162,,blank,,30,Женский,Сожительница,74
P002207,162,,blank,,43,Мужской,Хозяин,75
P002209,162,,blank,,38,Женский,Сожительница,77
P002210,162,,blank,,4,Мужской,Сын,348 78
P002213,162,,blank,,36,Мужской,Хозяин,81
P002214,162,,blank,,27,Женский,Сожительница,82
P002215,163,,blank,,2,Мужской,Незаконнорожденный сын,349 83
P002216,163,,blank,,30,Мужской,Хозяин,84
P002218,163,,blank,,36,Женский,Сожительница,86
P002219,163,,blank,,14,Мужской,Незаконнорожденный сын,350 87
P002220,163,,blank,,3,Женский,Незаконнорожденная дочь,351 88.3
P002221,163,,blank,,53,Мужской,Хозяин,89
P002222,163,,blank,,43,Женский,Сожительница,90
P002224,163,,blank,,9,Мужской,Незаконнорожденный сын,381 4.5
P002225,163,,blank,,6,Женский,Незаконнорожденная дочь,340 5
P002226,163,,blank,,37,Женский,Сожительница,2
P002227,163,,blank,,13,Женский,Незаконнорожденная дочь,380 3
P002229,163,,blank,,1,Мужской,Незаконнорожденный сын,341 6
P002230,164,,blank,,40,Мужской,Хозяин,1
P002231,164,,blank,,59,Мужской,Хозяин,2
P002232,164,,blank,,21,Мужской,Хозяин,3
P002233,164,,blank,,33,Мужской,Хозяин,4
P002234,164,,blank,,47,Мужской,Хозяин,5
P002235,164,,blank,,,Женский,Жена,6
P002236,164,,blank,,20,Мужской,Сын,7
P002237,164,,blank,,32,Мужской,Хозяин,11
P002238,164,,blank,,59,Мужской,Хозяин,12
P002239,164,,blank,,47,Женский,Жена,13
P002240,164,,blank,,4,Женский,Дочь,16
P002241,164,,blank,,0,Мужской,Сын,17
P002242,164,,blank,,65,Мужской,,18
P002244,164,,blank,,52,Мужской,Хозяин,27
P002245,164,,blank,,49,Мужской,Хозяин,28
P002246,164,,blank,,51,Мужской,Хозяин,29
P002247,164,,blank,,35,Мужской,Хозяин,30
P002248,165,,blank,,33,Мужской,Хозяин,31
P002249,165,,blank,,35,Мужской,Хозяин,32
P002250,165,,blank,,30,Женский,Сожительница,33
P002251,165,,blank,,0,Женский,Незаконнорожденная дочь,92 34
P002252,165,,blank,,38,Мужской,Хозяин,35
P002253,165,,blank,,4,Женский,Дочь,3
P002260,166,,blank,,7,Мужской,Незаконнорожденный сын,В Николаевске
P002261,166,,blank,,4,Женский,Незаконнорожденная дочь,4
P002262,166,,blank,,0,Мужской,Незаконнорожденный сын,6
P002263,166,,blank,,48,Мужской,Хозяин,
P002264,166,,blank,,42,Женский,Жена,пришла за мужем
P002265,166,,blank,,9,Мужской,Сын,
P002266,166,,blank,,4,Мужской,Сын,
P002267,166,,blank,,2,Мужской,Сын,
P002270,166,,blank,,11,Мужской,Сын,
P002271,166,,blank,,7,Мужской,Сын,
P002272,166,,blank,,6,Мужской,Сын,
P002273,166,,blank,,2,Мужской,Сын,
P002280,167,,blank,,7,Мужской,Сын,
P002281,167,,blank,,2,Мужской,Сын,
P002284,167,,blank,,7,Женский,Незаконнорожденная дочь,17
P002285,167,,blank,,5,Мужской,Незаконнорожденный сын,427
P002292,168,,blank,,1,Мужской,Сын,
P002295,168,,blank,,8,Женский,Незаконнорожденная дочь,428
P002296,168,,blank,,5,Мужской,Незаконнорожденный сын,429
P002297,168,,blank,,2,Женский,Незаконнорожденная дочь,430
P002298,168,,blank,,0,Мужской,Незаконнорожденный сын,431
P002301,168,,blank,,3,Мужской,Сын,
P002302,169,,blank,,2,Мужской,Сын,
P002311,169,,blank,,4,Мужской,Сын,
P002312,169,,blank,,2,Мужской,Сын,
P002313,169,,blank,,0,Мужской,Сын,
P002315,169,,blank,,40,Женский,Жена,пришла за мужем
P002316,170,,blank,,19,Мужской,Сын,
P002320,170,,blank,,10,Женский,Дочь,
P002321,170,,blank,,3,Женский,Дочь,
P002322,170,,blank,,0,Мужской,Сын,
P002331,171,,blank,,7,Мужской,Сын,
P002336,171,,blank,,6,Женский,Дочь,
P002337,171,,blank,,4,Женский,Дочь,
P002338,171,,blank,,0,Женский,Дочь,
P002342,171,,blank,,6,Женский,Незаконнорожденная дочь,16
P002343,171,,blank,,5,Мужской,Незаконнорожденный сын,383
P002344,172,,blank,,1,Женский,Незаконнорожденная дочь,3
P002346,172,,blank,,22,Женский,Жена,пришла за мужем
P002351,172,,blank,,3,Женский,Внучка,
P002354,172,,blank,,6,Мужской,Сын,
P002355,172,,blank,,3,Женский,Дочь,
P002361,173,,blank,,1,Мужской,Сын,
P002366,173,,blank,,4,Мужской,Сын,
P002368,173,,blank,,26,Женский,Жена,пришла за мужем
P002369,173,,blank,,0,Женский,Дочь,
P002375,174,,blank,,18,Женский,Жена,
P002376,174,,blank,,0,Женский,Дочь,
P002381,174,,blank,,7,Женский,Дочь,
P002382,174,,blank,,5,Женский,Дочь,
P002383,174,,blank,,2,Мужской,Сын,
P002384,174,,blank,,0,Женский,Дочь,
P002386,174,,blank,,8,Мужской,Сын,
P002387,175,,blank,,5,Женский,Дочь,
P002388,175,,blank,,1,Женский,Дочь,
P002391,175,,blank,,6,Мужской,Сын,В Николаевске
P002395,175,,blank,,,Женский,Жена,пришла за мужем
P002396,175,,blank,,9,Женский,Дочь,
P002397,175,,blank,,6,Мужской,Сын,
P002398,175,,blank,,4,Мужской,Сын,
P002401,175,,blank,,18,Мужской,Сын,
P002402,175,,blank,,4,Женский,Дочь,
P002405,176,,blank,,6,Мужской,Сын,
P002406,176,,blank,,3,Мужской,Сын,
P002407,176,,blank,,1,Женский,Дочь,
P002410,176,,blank,,5,Мужской,Сын,
P002411,176,,blank,,1,Мужской,Сын,
P002417,176,,blank,,9,Мужской,Сын,
P002418,176,,blank,,6,Женский,Дочь,В Николаевске
P002419,176,,blank,,3,Женский,Дочь,
P002422,177,,blank,,7,Мужской,Сын,
P002423,177,,blank,,5,Женский,Дочь,В Николаевске
P002424,177,,blank,,3,Женский,Дочь,
P002425,177,,blank,,0,Мужской,Сын,
P002427,177,,blank,,6,Мужской,Сын,В Николаевске
P002428,177,,blank,,3,Женский,Дочь,
P002429,177,,blank,,0,Женский,Дочь,
P002435,177,,blank,,5,Мужской,Сын,
P002436,177,,blank,,3,Мужской,Сын,
P002437,178,,blank,,1,Женский,Дочь,
P002441,178,,blank,,16,Женский,Дочь,
P002442,178,,blank,,7,Женский,Незаконнорожденная дочь,385
P002443,178,,blank,,4,Женский,Незаконнорожденная дочь,386
P002461,179,,blank,,3,Женский,Незаконнорожденная дочь,419
P002464,179,,blank,,4,Женский,Дочь,
P002468,180,,blank,,6,Мужской,Сын,
P002469,180,,blank,,4,Мужской,Сын,
P002470,180,,blank,,1,Мужской,Сын,
P002473,180,,blank,,4,Мужской,Сын,
P002474,180,,blank,,1,Женский,Дочь,
P002477,180,,blank,,2,Женский,Дочь,
P002480,180,,blank,,5,Женский,Дочь,
P002481,180,,blank,,2,Женский,Дочь,
P002482,181,,blank,,0,Женский,Дочь,
P002485,181,,blank,,5,Женский,Дочь,
P002489,181,,blank,,6,Женский,Незаконнорожденная дочь,6
P002490,181,,blank,,2,Женский,Незаконнорожденная дочь,7
P002491,181,,blank,,0,Мужской,Незаконнорожденный сын,9
P002494,181,,blank,,42,Мужской,Хозяин,
P002495,181,,blank,,,Женский,Сожительница,
P002497,181,,blank,,30,Женский,Сожительница,
P002499,182,,blank,,26,Женский,Сожительница,
P002500,182,,blank,,18,Мужской,Сын,
P002501,182,,blank,,9,Женский,Дочь,
P002502,182,,blank,,7,Мужской,Сын,
P002503,182,,blank,,5,Женский,Дочь,
