person_id,old_source_position_id,new_source_position_id,changed_fields,changed_field_count
P006453,3-34-013-0028,3-34-013-0028,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006454,3-34-014-0029,3-34-014-0029,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006455,3-34-015-0030,3-34-015-0030,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006456,3-34-015-0031,3-34-015-0031,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006457,3-34-015-0032,3-34-015-0032,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006458,3-34-015-0033,3-34-015-0033,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006459,3-34-016-0034,3-34-016-0034,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006460,3-34-017-0035,3-34-017-0035,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006461,3-34-018-0036,3-34-018-0036,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006462,3-34-018-0037,3-34-018-0037,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006463,3-34-018-0038,3-34-018-0038,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006464,3-34-019-0039,3-34-019-0039,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006465,3-34-019-0040,3-34-019-0040,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006466,3-34-019-0041,3-34-019-0041,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006467,3-34-020-0042,3-34-020-0042,family_status_norm; household_id; household_number; household_type; illness_norm; legal_status_norm; literacy; sex; sex_evidence,9
P006468,3-34-021-0043,3-34-021-0043,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006469,3-34-021-0044,3-34-021-0044,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006470,3-34-022-0045,3-34-022-0045,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006471,3-34-022-0046,3-34-022-0046,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006472,3-34-023-0047,3-34-023-0047,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006473,3-34-023-0048,3-34-023-0048,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006474,3-34-023-0049,3-34-023-0049,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006475,3-34-024-0050,3-34-024-0050,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006476,3-34-024-0051,3-34-024-0051,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006477,3-34-024-0052,3-34-024-0052,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006478,3-34-024-0053,3-34-024-0053,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006479,3-34-024-0054,3-34-024-0054,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006480,3-34-024-0055,3-34-024-0055,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006481,3-34-025-0056,3-34-025-0056,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006482,3-34-025-0057,3-34-025-0057,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006483,3-34-025-0058,3-34-025-0058,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006484,3-34-025-0059,3-34-025-0059,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006485,3-34-026-0060,3-34-026-0060,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006486,3-34-026-0061,3-34-026-0061,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006487,3-34-026-0062,3-34-026-0062,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006488,3-34-026-0063,3-34-026-0063,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006489,3-34-026-0064,3-34-026-0064,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006490,3-34-026-0065,3-34-026-0065,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006491,3-34-026-0066,3-34-026-0066,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006492,3-34-026-0067,3-34-026-0067,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006493,3-34-026-0068,3-34-026-0068,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006494,3-34-026-0069,3-34-026-0069,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006495,3-35-001-0001,3-35-001-0001,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006496,3-35-001-0002,3-35-001-0002,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006497,3-35-002-0003,3-35-002-0003,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006498,3-35-002-0004,3-35-002-0004,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006499,3-35-002-0005,3-35-002-0005,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006500,3-35-002-0006,3-35-002-0006,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006501,3-35-003-0007,3-35-003-0007,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006502,3-35-004-0008,3-35-004-0008,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006503,3-35-005-0009,3-35-005-0009,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006504,3-35-006-0010,3-35-006-0010,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006505,3-35-007-0011,3-35-007-0011,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006506,3-35-007-0012,3-35-007-0012,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006507,3-35-008-0013,3-35-008-0013,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006508,3-35-009-0014,3-35-009-0014,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006509,3-35-010-0015,3-35-010-0015,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006510,3-35-010-0016,3-35-010-0016,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006511,3-35-011-0017,3-35-011-0017,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006512,3-35-011-0018,3-35-011-0018,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006513,3-35-011-0019,3-35-011-0019,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006514,3-35-012-0020,3-35-012-0020,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006515,3-35-013-0021,3-35-013-0021,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006516,3-35-013-0022,3-35-013-0022,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006517,3-35-014-0023,3-35-014-0023,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006518,3-35-015-0024,3-35-015-0024,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006519,3-35-015-0025,3-35-015-0025,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006520,3-35-015-0026,3-35-015-0026,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006521,3-35-016-0027,3-35-016-0027,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006522,3-35-016-0028,3-35-016-0028,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006523,3-35-017-0029,3-35-017-0029,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006524,3-35-018-0030,3-35-018-0030,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006525,3-35-019-0031,3-35-019-0031,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006526,3-35-020-0032,3-35-020-0032,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006527,3-35-021-0033,3-35-021-0033,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006528,3-35-021-0034,3-35-021-0034,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006529,3-35-022-0035,3-35-022-0035,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006530,3-35-022-0036,3-35-022-0036,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006531,3-35-023-0037,3-35-023-0037,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006532,3-35-023-0038,3-35-023-0038,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006533,3-35-024-0039,3-35-024-0039,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006534,3-35-024-0040,3-35-024-0040,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006535,3-35-025-0041,3-35-025-0041,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006536,3-35-025-0042,3-35-025-0042,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006537,3-35-026-0043,3-35-026-0043,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006538,3-35-027-0044,3-35-027-0044,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006539,3-35-027-0045,3-35-027-0045,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006540,3-35-027-0046,3-35-027-0046,family_status_norm; household_id; household_number; household_type; literacy; sex; sex_evidence,7
P006541,3-35-027-0047,3-35-027-0047,family_status_norm; household_id; household_number; household_type; literacy; notes_raw; sex; sex_evidence,8
P006542,3-35-028-0048,3-35-028-0048,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006543,3-35-029-0049,3-35-029-0049,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006544,3-35-030-0050,3-35-030-0050,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006545,3-35-031-0051,3-35-031-0051,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006546,3-35-032-0052,3-35-032-0052,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006547,3-35-033-0053,3-35-033-0053,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006548,3-36-001-0001,3-36-001-0001,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006549,3-36-002-0002,3-36-002-0002,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006550,3-36-003-0003,3-36-003-0003,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006551,3-36-004-0004,3-36-004-0004,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006552,3-36-005-0005,3-36-005-0005,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006553,3-36-006-0006,3-36-006-0006,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006554,3-36-007-0007,3-36-007-0007,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006555,3-36-008-0008,3-36-008-0008,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006556,3-36-009-0009,3-36-009-0009,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006557,3-36-010-0010,3-36-010-0010,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006558,3-36-011-0011,3-36-011-0011,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006559,3-36-012-0012,3-36-012-0012,household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,7
P006560,3-36-013-0013,3-36-013-0013,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006561,3-36-014-0014,3-36-014-0014,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006562,3-36-015-0015,3-36-015-0015,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006563,3-36-016-0016,3-36-016-0016,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006564,3-36-017-0017,3-36-017-0017,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006565,3-36-018-0018,3-36-018-0018,household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,7
P006566,3-36-019-0019,3-36-019-0019,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006567,3-36-020-0020,3-36-020-0020,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006568,3-36-021-0021,3-36-021-0021,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006569,3-36-022-0022,3-36-022-0022,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006570,3-36-023-0023,3-36-023-0023,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006571,3-36-023-0024,3-36-023-0024,household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,7
P006572,3-37-001-0001,3-37-001-0001,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006573,3-37-001-0002,3-37-001-0002,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006574,3-37-002-0003,3-37-002-0003,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006575,3-37-002-0004,3-37-002-0004,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006576,3-37-002-0005,3-37-002-0005,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006577,3-37-002-0006,3-37-002-0006,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006578,3-37-003-0007,3-37-003-0007,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006579,3-37-003-0008,3-37-003-0008,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006580,3-37-004-0009,3-37-004-0009,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006581,3-37-005-0010,3-37-005-0010,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006582,3-37-006-0011,3-37-006-0011,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006583,3-37-006-0012,3-37-006-0012,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006584,3-37-006-0013,3-37-006-0013,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006585,3-37-006-0014,3-37-006-0014,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006586,3-37-006-0015,3-37-006-0015,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006587,3-37-007-0016,3-37-007-0016,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006588,3-37-007-0017,3-37-007-0017,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006589,3-37-007-0018,3-37-007-0018,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006590,3-37-008-0019,3-37-008-0019,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006591,3-37-009-0020,3-37-009-0020,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006592,3-37-010-0021,3-37-010-0021,household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,7
P006593,3-37-010-0022,3-37-010-0022,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006594,3-37-010-0023,3-37-010-0023,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006595,3-37-010-0024,3-37-010-0024,household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,6
P006596,3-37-010-0025,3-37-010-0025,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006597,3-38-001-0001,3-38-001-0001,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006598,3-38-002-0002,3-38-002-0002,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006599,3-38-003-0003,3-38-003-0003,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006600,3-38-004-0004,3-38-004-0004,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006601,3-38-005-0005,3-38-005-0005,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006602,3-38-006-0006,3-38-006-0006,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006603,3-38-007-0007,3-38-007-0007,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006604,3-38-008-0008,3-38-008-0008,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006605,3-38-009-0009,3-38-009-0009,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006606,3-38-010-0010,3-38-010-0010,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006607,3-38-011-0011,3-38-011-0011,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006608,3-38-012-0012,3-38-012-0012,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006609,3-38-013-0013,3-38-013-0013,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006610,3-38-014-0014,3-38-014-0014,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006611,3-38-015-0015,3-38-015-0015,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006612,3-39-001-0001,3-39-001-0001,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006613,3-39-001-0002,3-39-001-0002,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006614,3-39-001-0003,3-39-001-0003,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006615,3-39-002-0004,3-39-002-0004,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006616,3-39-003-0005,3-39-003-0005,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006617,3-39-003-0006,3-39-003-0006,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006618,3-39-003-0007,3-39-003-0007,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006619,3-39-004-0008,3-39-004-0008,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006620,3-39-004-0009,3-39-004-0009,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006621,3-39-005-0010,3-39-005-0010,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006622,3-39-006-0011,3-39-006-0011,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006623,3-39-006-0012,3-39-006-0012,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006624,3-39-007-0013,3-39-007-0013,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006625,3-39-008-0014,3-39-008-0014,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006626,3-39-009-0015,3-39-009-0015,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006627,3-39-009-0016,3-39-009-0016,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006628,3-39-010-0017,3-39-010-0017,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006629,3-39-010-0018,3-39-010-0018,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006630,3-39-010-0019,3-39-010-0019,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006631,3-39-011-0020,3-39-011-0020,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; notes_raw; sex; sex_evidence,9
P006632,3-39-012-0021,3-39-012-0021,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006633,3-39-013-0022,3-39-013-0022,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006634,3-39-014-0023,3-39-014-0023,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006635,3-39-014-0024,3-39-014-0024,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006636,3-39-015-0025,3-39-015-0025,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006637,3-39-015-0026,3-39-015-0026,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006638,3-39-016-0027,3-39-016-0027,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006639,3-39-016-0028,3-39-016-0028,family_status_norm; household_id; household_number; household_type; legal_status; legal_status_norm; literacy; sex; sex_evidence,9
P006640,3-39-017-0029,3-39-017-0029,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006641,3-39-017-0030,3-39-017-0030,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006642,3-39-018-0031,3-39-018-0031,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006643,3-39-019-0032,3-39-019-0032,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006644,3-39-020-0033,3-39-020-0033,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006645,3-39-021-0034,3-39-021-0034,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006646,3-39-022-0035,3-39-022-0035,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006647,3-39-023-0036,3-39-023-0036,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006648,3-39-024-0037,3-39-024-0037,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006649,3-39-025-0038,3-39-025-0038,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006650,3-40-001-0001,3-40-001-0001,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006651,3-40-001-0002,3-40-001-0002,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006652,3-40-002-0003,3-40-002-0003,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006653,3-40-003-0004,3-40-003-0004,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006654,3-40-004-0005,3-40-004-0005,household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,7
P006655,3-40-004-0006,3-40-004-0006,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006656,3-40-004-0007,3-40-004-0007,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006657,3-40-005-0008,3-40-005-0008,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006658,3-40-006-0009,3-40-006-0009,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006659,3-40-006-0010,3-40-006-0010,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006660,3-40-007-0011,3-40-007-0011,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006661,3-40-008-0012,3-40-008-0012,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006662,3-40-009-0013,3-40-009-0013,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006663,3-40-010-0014,3-40-010-0014,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006664,3-40-010-0015,3-40-010-0015,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006665,3-40-010-0016,3-40-010-0016,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P006666,3-40-011-0017,3-40-011-0017,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006667,3-40-012-0018,3-40-012-0018,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006668,3-40-013-0019,3-40-013-0019,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006669,3-40-014-0020,3-40-014-0020,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P006670,3-40-015-0021,3-40-015-0021,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
