person_id,old_source_position_id,new_source_position_id,changed_fields,changed_field_count
P001153,1-02-233-1058,1-02-233-1058,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001154,1-02-233-1059,1-02-233-1059,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001155,1-02-233-1060,1-02-233-1060,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001156,1-02-233-1061,1-02-233-1061,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001157,1-02-233-1062,1-02-233-1062,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001158,1-02-234-1063,1-02-234-1063,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001159,1-02-234-1064,1-02-234-1064,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001160,1-02-234-1065,1-02-234-1065,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001161,1-02-234-1066,1-02-234-1066,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001162,1-02-234-1067,1-02-234-1067,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001163,1-02-235-1068,1-02-235-1068,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001164,1-02-235-1069,1-02-235-1069,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001165,1-02-235-1070,1-02-235-1070,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001166,1-02-236-1071,1-02-236-1071,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001167,1-02-236-1072,1-02-236-1072,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001168,1-02-236-1073,1-02-236-1073,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001169,1-02-236-1074,1-02-236-1074,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001170,1-02-236-1075,1-02-236-1075,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001171,1-02-236-1076,1-02-236-1076,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001172,1-02-236-1077,1-02-236-1077,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001173,1-02-237-1078,1-02-237-1078,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001174,1-02-237-1079,1-02-237-1079,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001175,1-02-237-1080,1-02-237-1080,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001176,1-02-238-1081,1-02-238-1081,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001177,1-02-238-1082,1-02-238-1082,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001178,1-02-238-1083,1-02-238-1083,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001179,1-02-238-1084,1-02-238-1084,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001180,1-02-238-1085,1-02-238-1085,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001181,1-02-239-1086,1-02-239-1086,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001182,1-02-239-1087,1-02-239-1087,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001183,1-02-239-1088,1-02-239-1088,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001184,1-02-239-1089,1-02-239-1089,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001185,1-02-239-1090,1-02-239-1090,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001186,1-02-239-1091,1-02-239-1091,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001187,1-02-239-1092,1-02-239-1092,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001188,1-02-240-1093,1-02-240-1093,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001189,1-02-240-1094,1-02-240-1094,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001190,1-02-240-1095,1-02-240-1095,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001191,1-02-240-1096,1-02-240-1096,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001192,1-02-240-1097,1-02-240-1097,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001193,1-02-241-1098,1-02-241-1098,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001194,1-02-241-1099,1-02-241-1099,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001195,1-02-241-1100,1-02-241-1100,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001196,1-02-241-1101,1-02-241-1101,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001197,1-02-242-1102,1-02-242-1102,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001198,1-02-242-1103,1-02-242-1103,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001199,1-02-242-1104,1-02-242-1104,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001200,1-02-242-1105,1-02-242-1105,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001201,1-02-243-1106,1-02-243-1106,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001202,1-02-243-1107,1-02-243-1107,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001203,1-02-243-1108,1-02-243-1108,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001204,1-02-243-1109,1-02-243-1109,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001205,1-02-244-1110,1-02-244-1110,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001206,1-02-244-1111,1-02-244-1111,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001207,1-02-244-1112,1-02-244-1112,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001208,1-02-244-1113,1-02-244-1113,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001209,1-02-244-1114,1-02-244-1114,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001210,1-02-245-1115,1-02-245-1115,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001211,1-02-245-1116,1-02-245-1116,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001212,1-02-245-1117,1-02-245-1117,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001213,1-02-246-1118,1-02-246-1118,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001214,1-02-246-1119,1-02-246-1119,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001215,1-02-246-1120,1-02-246-1120,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001216,1-02-246-1121,1-02-246-1121,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001217,1-02-246-1122,1-02-246-1122,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001218,1-02-246-1123,1-02-246-1123,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001219,1-02-246-1124,1-02-246-1124,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001220,1-02-246-1125,1-02-246-1125,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001221,1-02-247-1126,1-02-247-1126,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001222,1-02-247-1127,1-02-247-1127,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001223,1-02-248-1128,1-02-248-1128,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001224,1-02-248-1129,1-02-248-1129,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001225,1-02-249-1130,1-02-249-1130,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001226,1-02-249-1131,1-02-249-1131,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001227,1-02-249-1132,1-02-249-1132,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001228,1-02-250-1133,1-02-250-1133,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001229,1-02-250-1134,1-02-250-1134,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001230,1-02-252-1135,1-02-252-1135,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001231,1-02-252-1136,1-02-252-1136,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001232,1-02-252-1137,1-02-252-1137,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001233,1-02-253-1138,1-02-253-1138,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001234,1-02-253-1139,1-02-253-1139,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001235,1-02-253-1140,1-02-253-1140,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001236,1-02-253-1141,1-02-253-1141,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001237,1-02-254-1142,1-02-254-1142,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001238,1-02-254-1143,1-02-254-1143,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001239,1-02-254-1144,1-02-254-1144,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001240,1-02-254-1145,1-02-254-1145,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001241,1-02-254-1146,1-02-254-1146,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001242,1-02-255-1147,1-02-255-1147,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001243,1-02-255-1148,1-02-255-1148,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001244,1-02-255-1149,1-02-255-1149,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001245,1-02-255-1150,1-02-255-1150,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001246,1-02-256-1151,1-02-256-1151,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001247,1-02-256-1152,1-02-256-1152,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001248,1-02-256-1153,1-02-256-1153,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001249,1-02-256-1154,1-02-256-1154,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001250,1-02-256-1155,1-02-256-1155,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001251,1-02-256-1156,1-02-256-1156,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001252,1-02-256-1157,1-02-256-1157,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001253,1-02-256-1158,1-02-256-1158,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001254,1-02-257-1159,1-02-257-1159,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001255,1-02-257-1160,1-02-257-1160,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001256,1-02-258-1161,1-02-258-1161,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001257,1-02-258-1162,1-02-258-1162,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001258,1-02-259-1163,1-02-259-1163,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001259,1-02-259-1164,1-02-259-1164,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001260,1-02-259-1165,1-02-259-1165,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001261,1-02-259-1166,1-02-259-1166,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001262,1-02-260-1167,1-02-260-1167,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001263,1-02-260-1168,1-02-260-1168,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001264,1-02-261-1169,1-02-261-1169,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001265,1-02-261-1170,1-02-261-1170,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001266,1-02-262-1171,1-02-262-1171,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001267,1-02-262-1172,1-02-262-1172,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001268,1-02-263-1173,1-02-263-1173,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001269,1-02-263-1174,1-02-263-1174,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001270,1-02-26_4-1175,1-02-264-1175,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,9
P001271,1-02-264-1176,1-02-264-1176,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001272,1-02-264-1177,1-02-264-1177,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001273,1-02-265-1178,1-02-265-1178,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001274,1-02-265-1179,1-02-265-1179,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001275,1-02-266-1180,1-02-266-1180,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001276,1-02-266-1181,1-02-266-1181,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001277,1-02-266-1182,1-02-266-1182,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001278,1-02-266-1183,1-02-266-1183,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001279,1-02-266-1184,1-02-266-1184,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001280,1-02-266-1185,1-02-266-1185,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001281,1-02-267-1186,1-02-267-1186,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001282,1-02-267-1187,1-02-267-1187,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001283,1-02-267-1188,1-02-267-1188,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001284,1-02-268-1189,1-02-268-1189,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001285,1-02-268-1190,1-02-268-1190,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001286,1-02-268-1191,1-02-268-1191,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001287,1-02-268-1192,1-02-268-1192,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001288,1-02-269-1193,1-02-269-1193,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001289,1-02-270-1194,1-02-270-1194,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001290,1-02-270-1195,1-02-270-1195,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001291,1-02-270-1196,1-02-270-1196,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001292,1-02-271-1197,1-02-271-1197,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001293,1-02-271-1198,1-02-271-1198,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001294,1-02-271-1199,1-02-271-1199,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001295,1-02-271-1200,1-02-271-1200,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001296,1-02-271-1201,1-02-271-1201,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001297,1-02-271-1202,1-02-271-1202,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001298,1-02-272-1203,1-02-272-1203,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001299,1-02-272-1204,1-02-272-1204,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001300,1-02-272-1205,1-02-272-1205,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001301,1-02-272-1206,1-02-272-1206,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001302,1-02-272-1207,1-02-272-1207,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001303,1-02-273-1208,1-02-273-1208,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001304,1-02-273-1209,1-02-273-1209,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001305,1-02-273-1210,1-02-273-1210,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001306,1-02-273-1211,1-02-273-1211,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001307,1-02-273-1212,1-02-273-1212,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001308,1-02-273-1213,1-02-273-1213,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001309,1-02-276-1214,1-02-276-1214,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001310,1-02-276-1215,1-02-276-1215,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001311,1-02-276-1216,1-02-276-1216,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001312,1-02-276-1217,1-02-276-1217,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001313,1-02-276-1218,1-02-276-1218,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001314,1-02-276-1219,1-02-276-1219,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001315,1-02-276-1220,1-02-276-1220,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001316,1-02-277-1221,1-02-277-1221,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001317,1-02-277-1222,1-02-277-1222,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001318,1-02-277-1223,1-02-277-1223,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001319,1-02-277-1224,1-02-277-1224,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001320,1-02-278-1225,1-02-278-1225,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001321,1-02-278-1226,1-02-278-1226,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001322,1-02-278-1227,1-02-278-1227,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001323,1-02-279-1228,1-02-279-1228,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001324,1-02-279-1229,1-02-279-1229,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001325,1-02-279-1230,1-02-279-1230,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001326,1-02-279-1231,1-02-279-1231,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001327,1-02-280-1232,1-02-280-1232,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001328,1-02-280-1233,1-02-280-1233,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001329,1-02-280-1234,1-02-280-1234,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001330,1-02-280-1235,1-02-280-1235,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001331,1-02-281-1236,1-02-281-1236,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001332,1-02-281-1237,1-02-281-1237,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001333,1-02-281-1238,1-02-281-1238,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001334,1-02-281-1239,1-02-281-1239,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001335,1-02-281-1240,1-02-281-1240,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001336,1-02-281-1241,1-02-281-1241,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001337,1-02-281-1242,1-02-281-1242,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001338,1-02-282-1243,1-02-282-1243,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001339,1-02-282-1244,1-02-282-1244,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001340,1-02-282-1245,1-02-282-1245,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001341,1-02-283-1246,1-02-283-1246,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001342,1-02-283-1247,1-02-283-1247,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001343,1-02-284-1248,1-02-284-1248,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001344,1-02-284-1249,1-02-284-1249,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001345,1-02-284-1250,1-02-284-1250,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001346,1-02-284-1251,1-02-284-1251,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001347,1-02-284-1252,1-02-284-1252,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001348,1-02-291-1253,1-02-291-1253,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001349,1-02-291-1254,1-02-291-1254,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001350,1-02-291-1255,1-02-291-1255,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001351,1-02-291-1256,1-02-291-1256,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001352,1-02-292_и_293-1257,1-02-292-1257,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,9
P001353,1-02-292-293-1258,1-02-292-1258,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,9
P001354,1-02-292-293-1259,1-02-292-1259,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,9
P001355,1-02-292-293-1260,1-02-292-1260,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence; source_position_id,8
P001356,1-02-292-293-1261,1-02-292-1261,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,9
P001357,1-02-296-1262,1-02-296-1262,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001358,1-02-296-1263,1-02-296-1263,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001359,1-02-296-1264,1-02-296-1264,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001360,1-02-296-1265,1-02-296-1265,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001361,1-02-296-1266,1-02-296-1266,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001362,1-02-296-1267,1-02-296-1267,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001363,1-02-29_7-1268,1-02-297-1268,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,9
P001364,1-02-29_7-1269,1-02-297-1269,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence; source_position_id,9
P001365,1-02-297-1270,1-02-297-1270,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001366,1-02-297-1271,1-02-297-1271,family_status_norm; household_id; household_number; household_type; legal_status_norm; sex; sex_evidence,7
P001367,1-02-300-1272,1-02-300-1272,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
P001368,1-02-300-1273,1-02-300-1273,family_status_norm; household_id; household_number; household_type; legal_status_norm; literacy; sex; sex_evidence,8
