path,role,sha256,bytes
data/processed/clean_sakhalin_1890_ru.csv,canonical_input,b716cfbc8daa28cd09341d8946d0ad553d73a8e23b01d39b8c376adcbacbc32b,2251006
data/review/name_raw_item1_20260710/owner_response/name_raw_approved_decisions_20260711.csv,approved_decision_input,86cb551cd78b1a26cf75ab3077088eb8b1485a6454f6547bd842b9799efdbbf7,13172
scripts/apply_name_raw_item1_decisions.py,application_script,88c32eea7a05392b4245191871409065e3c7a84aed84e0914405bc56f43a8847,19450
data/staging/name_raw_item1_20260711/clean_sakhalin_1890_ru_item1_name_v1.csv,staged_candidate,4d0ac595f86c72173411bf2135993526fa6faab178879e878ed9a70e286f8c81,2265811
outputs/qa/name_raw_item1_20260711_approved/name_raw_item1_approved_diff.csv,record_level_diff,ce37b0f3c4bb03bff91de2600805ef6624b2a5cfb666d78ff2a70d397a2cf967,9255
outputs/qa/name_raw_item1_20260711_approved/qa_name_raw_item1_approved_report.json,machine_readable_qa_report,e86a37011e14e6685825ba0bc549e80e842751239845751fcce3d04196c9f4fd,2751
outputs/qa/name_raw_item1_20260711_approved/qa_name_raw_item1_approved_report.md,human_readable_qa_report,a04d2117e4f09345d26ccf159fc0a8690f73eb72d6a2de1f0063b8221e654466,1386
