person_id,page_number,marriage_status,marriage_status_norm,living_alone_status,comments_before,comments_after
P002901,224,вдов,Вдов,,17,17
P002902,224,женат на Сахалине,Женат на Сахалине,,18,18
P002903,224,женат на Сахалине,Женат на Сахалине,,19,19
P002906,224,женат на родине,Женат на родине,,22,22
P002907,224,женат на родине,Женат на родине,,23,23
P002908,224,вдов,Вдов,,24,24
P002910,224,холост,Холост,,2,2
P002911,224,вдов,Вдов,,27,27
P002913,224,женат на родине,Женат на родине,,29,29
P002914,225,женат на родине,Женат на родине,,30,30
P002915,225,холост,Холост,,В Дуэ,В Дуэ
P002916,225,холост,Холост,,В Александровском округе,В Александровском округе
P002917,225,холост,Холост,,32,32
P002919,225,женат на родине,Женат на родине,,В Александровском округе,В Александровском округе
P002920,225,женат на родине,Женат на родине,,37,37
P002921,225,женат на родине,Женат на родине,,38,38
P002924,225,женат на Сахалине,Женат на Сахалине,,41,41
P002925,225,женат на Сахалине,Женат на Сахалине,,42,42
P002927,225,холост,Холост,,44,44
P002928,225,женат на родине,Женат на родине,,45,45
P002929,225,женат на родине,Женат на родине,,46,46
P002930,225,женат на родине,Женат на родине,,47,47
P002931,226,женат на родине,Женат на родине,,48,48
P002932,226,женат на Сахалине,Женат на Сахалине,,51,51
P002933,226,женат на Сахалине,Женат на Сахалине,,52,52
P002934,226,женат на Сахалине,Женат на Сахалине,,53,53
P002935,226,женат на Сахалине,Женат на Сахалине,,54,54
P002936,226,женат на Сахалине,Женат на Сахалине,,55,55
P002937,226,женат на Сахалине,Женат на Сахалине,,56,56
P002938,226,женат на родине,Женат на родине,,57,57
P002939,226,холост,Холост,,58,58
P002940,226,холост,Холост,,59,59
P002941,226,женат на родине,Женат на родине,,60,60
P002943,226,женат на родине,Женат на родине,,62,62
P002944,226,холост,Холост,,63,63
P002946,226,холост,Холост,,65,65
P002948,226,вдов,Вдов,,67,67
P002949,227,женат на родине,Женат на родине,,68,68
P002950,227,вдов,Вдов,,69,69
P002951,227,женат на родине,Женат на родине,,70,70
