person_id,source_position_id,page_number,comments_before,comments_after,reason
P005186,2-24-326-1150,350,1248,,pure_numeric_comment
P005187,2-24-326-1151,350,1249,,pure_numeric_comment
P005188,2-24-327-1152,350,1250,,pure_numeric_comment
P005189,2-24-327-1153,350,1251,,pure_numeric_comment
P005190,2-24-328-1154,350,1255,,pure_numeric_comment
P005191,2-24-328-1155,350,1256,,pure_numeric_comment
P005192,2-24-328-1156,350,1257,,pure_numeric_comment
P005193,2-24-328-1157,350,1258,,pure_numeric_comment
P005194,2-24-328-1158,350,1259,,pure_numeric_comment
P005195,2-24-328-1159,350,1260,,pure_numeric_comment
P005196,2-24-328-1160,350,1261,,pure_numeric_comment
P005197,2-24-328-1161,350,1262,,pure_numeric_comment
P005198,2-24-328-1162,350,1263,,pure_numeric_comment
P005199,2-24-328-1163,351,1264,,pure_numeric_comment
P005200,2-24-328-1164,351,1265,,pure_numeric_comment
P005201,2-24-329-1165,351,1267,,pure_numeric_comment
P005202,2-24-329-1166,351,1268,,pure_numeric_comment
P005203,2-24-330-1167,351,1269,,pure_numeric_comment
P005204,2-24-330-1168,351,1270,,pure_numeric_comment
P005205,2-24-330-1169,351,1271,,pure_numeric_comment
P005206,2-24-330-1170,351,1,,pure_numeric_comment
P005207,2-24-330-1171,351,1273,,pure_numeric_comment
P005208,2-24-330-1172,351,1274,,pure_numeric_comment
P005209,2-24-331-1173,351,1275,,pure_numeric_comment
P005210,2-24-331-1174,351,1276,,pure_numeric_comment
P005212,2-24-331-1176,351,1278,,pure_numeric_comment
P005213,2-24-331-1177,351,1277,,pure_numeric_comment
P005214,2-24-331-1178,352,1280,,pure_numeric_comment
P005215,2-24-331-1179,352,1281,,pure_numeric_comment
P005216,2-24-332-1180,352,1282,,pure_numeric_comment
P005217,2-24-332-1181,352,1283,,pure_numeric_comment
P005218,2-24-332-1182,352,1284,,pure_numeric_comment
P005219,2-24-333-1183,352,1285,,pure_numeric_comment
P005220,2-24-333-1184,352,1286,,pure_numeric_comment
P005221,2-24-333-1185,352,1287,,pure_numeric_comment
P005222,2-24-334-1186,352,1288,,pure_numeric_comment
P005223,2-24-334-1187,352,1289,,pure_numeric_comment
P005224,2-24-334-1188,352,1290,,pure_numeric_comment
P005225,2-24-334-1189,352,1291,,pure_numeric_comment
P005226,2-24-335-1190,352,1292,,pure_numeric_comment
P005227,2-24-335-1191,352,1293,,pure_numeric_comment
P005231,2-24-336-1195,353,1297,,pure_numeric_comment
P005232,2-24-336-1196,353,1298,,pure_numeric_comment
P005233,2-24-336-1197,353,1300,,pure_numeric_comment
P005234,2-24-336-1198,353,1301,,pure_numeric_comment
P005235,2-24-336-1199,353,1302,,pure_numeric_comment
P005238,2-24-337-1202,353,1305,,pure_numeric_comment
P005239,2-24-337-1203,353,1306,,pure_numeric_comment
P005240,2-24-337-1204,353,1308,,pure_numeric_comment
P005241,2-24-337-1205,353,1309,,pure_numeric_comment
P005242,2-24-337-1206,353,1310,,pure_numeric_comment
P005243,2-24-337-1207,353,1311,,pure_numeric_comment
P005244,2-24-338-1208,353,1312,,pure_numeric_comment
P005245,2-24-338-1209,353,1313,,pure_numeric_comment
P005246,2-24-338-1210,353,2,,pure_numeric_comment
P005247,2-24-338-1211,353,1315,,pure_numeric_comment
P005248,2-24-339-1212,353,1316,,pure_numeric_comment
P005249,2-24-339-1213,354,1317,,pure_numeric_comment
P005250,2-24-339-1214,354,1318,,pure_numeric_comment
P005251,2-24-340-1215,354,1319,,pure_numeric_comment
P005252,2-24-340-1216,354,1320,,pure_numeric_comment
P005253,2-24-341-1217,354,1321,,pure_numeric_comment
P005254,2-24-342-1218,354,1322,,pure_numeric_comment
P005255,2-24-342-1219,354,1323,,pure_numeric_comment
P005259,2-24-343-1223,354,1327,,pure_numeric_comment
P005260,2-24-343-1224,354,1328,,pure_numeric_comment
P005261,2-24-344-1225,354,1329,,pure_numeric_comment
P005262,2-24-344-1226,354,1330,,pure_numeric_comment
P005263,2-24-345-1227,354,1331,,pure_numeric_comment
P005264,2-24-345-1228,354,1332,,pure_numeric_comment
P005265,2-24-345-1229,354,1333,,pure_numeric_comment
P005266,2-24-345-1230,354,1337,,pure_numeric_comment
P005267,2-24-345-1231,355,1338,,pure_numeric_comment
P005268,2-24-346-1232,355,1339,,pure_numeric_comment
P005269,2-24-346-1233,355,1340,,pure_numeric_comment
P005270,2-24-347-1234,355,1341,,pure_numeric_comment
P005271,2-24-347-1235,355,1342,,pure_numeric_comment
P005272,2-24-347-1236,355,1343,,pure_numeric_comment
P005273,2-24-348-1237,355,1344,,pure_numeric_comment
P005274,2-24-348-1238,355,1345,,pure_numeric_comment
P005278,2-24-371-1242,355,1349,,pure_numeric_comment
P005279,2-24-371-1243,355,1350,,pure_numeric_comment
P005280,2-24-371-1244,355,1352,,pure_numeric_comment
P005282,2-24-377-1246,355,1354,,pure_numeric_comment
P005283,2-24-377-1247,355,1355,,pure_numeric_comment
P005284,2-24-377-1248,355,1,,pure_numeric_comment
P005285,2-24-377-1249,356,1357,,pure_numeric_comment
P005286,2-24-378-1250,356,1358,,pure_numeric_comment
P005287,2-24-378-1251,356,1359,,pure_numeric_comment
P005289,2-24-378-1253,356,2,,pure_numeric_comment
P005290,2-24-378-1254,356,1363,,pure_numeric_comment
P005292,2-24-378-1256,356,1366,,pure_numeric_comment
P005293,2-24-379-1257,356,1367,,pure_numeric_comment
P005294,2-24-379-1258,356,1368,,pure_numeric_comment
P005295,2-24-381-1259,356,4,,pure_numeric_comment
P005296,2-24-381-1260,356,1370,,pure_numeric_comment
P005297,2-24-383-1261,356,1371,,pure_numeric_comment
P005298,2-24-383-1262,356,1372,,pure_numeric_comment
P005299,2-24-387-1263,356,1375,,pure_numeric_comment
P005302,2-24-387-1266,357,1378,,pure_numeric_comment
P005384,2-25-044-0082,361,371,,pure_numeric_comment
P005421,2-25-061-0119,363,372,,pure_numeric_comment
P005422,2-25-061-0120,363,373,,pure_numeric_comment
P005439,2-25-074-0137,364,7,,pure_numeric_comment
P005455,2-25-103-0153,365,376,,pure_numeric_comment
P005456,2-25-103-0154,365,377,,pure_numeric_comment
P005457,2-25-103-0155,365,4,,pure_numeric_comment
P005586,2-26-001-0001,372,2,,pure_numeric_comment
P005587,2-26-001-0002,372,3,,pure_numeric_comment
P005588,2-26-001-0003,372,4,,pure_numeric_comment
P005589,2-26-002-0004,372,5,,pure_numeric_comment
P005590,2-26-002-0005,372,6,,pure_numeric_comment
P005592,2-26-002-0007,372,8,,pure_numeric_comment
P005593,2-26-002-0008,372,9,,pure_numeric_comment
P005594,2-26-002-0009,372,10,,pure_numeric_comment
P005595,2-26-003-0010,372,11,,pure_numeric_comment
P005596,2-26-003-0011,373,12,,pure_numeric_comment
P005597,2-26-003-0012,373,13,,pure_numeric_comment
P005599,2-26-004-0014,373,15,,pure_numeric_comment
P005600,2-26-004-0015,373,16,,pure_numeric_comment
P005601,2-26-005-0016,373,17,,pure_numeric_comment
P005602,2-26-005-0017,373,18,,pure_numeric_comment
P005606,2-26-006-0021,373,22,,pure_numeric_comment
P005607,2-26-006-0022,373,23,,pure_numeric_comment
P005610,2-26-007-0025,373,26,,pure_numeric_comment
P005611,2-26-008-0026,373,27,,pure_numeric_comment
P005612,2-26-008-0027,373,28,,pure_numeric_comment
P005613,2-26-009-0028,374,29,,pure_numeric_comment
P005614,2-26-009-0029,374,30,,pure_numeric_comment
P005615,2-26-010-0030,374,31,,pure_numeric_comment
P005616,2-26-010-0031,374,32,,pure_numeric_comment
P005617,2-26-010-0032,374,1,,pure_numeric_comment
P005618,2-26-011-0033,374,34,,pure_numeric_comment
P005620,2-26-012-0035,374,4,,pure_numeric_comment
P005621,2-26-013-0036,374,5,,pure_numeric_comment
P005622,2-26-013-0037,374,6,,pure_numeric_comment
P005623,2-26-013-0038,374,40,,pure_numeric_comment
P005624,2-26-013-0039,374,41,,pure_numeric_comment
P005625,2-26-014-0040,374,42,,pure_numeric_comment
P005626,2-26-014-0041,374,43,,pure_numeric_comment
P005628,2-26-014-0043,374,8,,pure_numeric_comment
P005629,2-26-014-0044,375,1,,pure_numeric_comment
P005630,2-26-014-0045,375,47,,pure_numeric_comment
P005631,2-26-014-0046,375,48,,pure_numeric_comment
P005632,2-26-015-0047,375,49,,pure_numeric_comment
P005633,2-26-015-0048,375,50,,pure_numeric_comment
P005634,2-26-015-0049,375,51,,pure_numeric_comment
P005638,2-26-016-0053,375,55,,pure_numeric_comment
P005639,2-26-016-0054,375,56,,pure_numeric_comment
P005642,2-26-017-0057,375,59,,pure_numeric_comment
P005643,2-26-017-0058,375,60,,pure_numeric_comment
P005644,2-26-017-0059,375,61,,pure_numeric_comment
P005645,2-26-017-0060,375,62,,pure_numeric_comment
P005646,2-26-017-0061,376,63,,pure_numeric_comment
P005647,2-26-017-0062,376,64,,pure_numeric_comment
P005648,2-26-019-0063,376,65,,pure_numeric_comment
P005649,2-26-019-0064,376,66,,pure_numeric_comment
P005650,2-26-019-0065,376,70,,pure_numeric_comment
P005651,2-26-019-0066,376,71,,pure_numeric_comment
P005652,2-26-020-0067,376,72,,pure_numeric_comment
P005653,2-26-020-0068,376,73,,pure_numeric_comment
P005654,2-26-021-0069,376,74,,pure_numeric_comment
P005655,2-26-021-0070,376,75,,pure_numeric_comment
P005657,2-26-021-0072,376,4,,pure_numeric_comment
P005658,2-26-022-0073,376,78,,pure_numeric_comment
P005659,2-26-022-0074,376,79,,pure_numeric_comment
P005661,2-26-023-0076,376,81,,pure_numeric_comment
P005662,2-26-023-0077,377,82,,pure_numeric_comment
P005664,2-26-024-0079,377,84,,pure_numeric_comment
P005668,2-26-025-0083,377,88,,pure_numeric_comment
P005669,2-26-026-0084,377,89,,pure_numeric_comment
P005670,2-26-026-0085,377,90,,pure_numeric_comment
P005671,2-26-027-0086,377,95,,pure_numeric_comment
P005672,2-26-027-0087,377,96,,pure_numeric_comment
P005676,2-26-028-0091,377,103,,pure_numeric_comment
P005678,2-26-028-0093,378,105,,pure_numeric_comment
P005679,2-26-029-0094,378,106,,pure_numeric_comment
P005680,2-26-030-0095,378,107,,pure_numeric_comment
P005681,2-26-030-0096,378,108,,pure_numeric_comment
P005684,2-26-031-0099,378,111,,pure_numeric_comment
P005685,2-26-031-0100,378,112,,pure_numeric_comment
P005686,2-26-031-0101,378,113,,pure_numeric_comment
P005688,2-26-031-0103,378,115,,pure_numeric_comment
P005689,2-26-031-0104,378,116,,pure_numeric_comment
P005690,2-26-032-0105,378,117,,pure_numeric_comment
P005691,2-26-032-0106,378,118,,pure_numeric_comment
P005692,2-26-033-0107,378,119,,pure_numeric_comment
P005693,2-26-033-0108,378,120,,pure_numeric_comment
P005694,2-26-033-0109,378,121,,pure_numeric_comment
P005695,2-26-033-0110,378,122,,pure_numeric_comment
P005696,2-26-033-0111,379,123,,pure_numeric_comment
P005697,2-26-033-0112,379,124,,pure_numeric_comment
P005699,2-26-033-0114,379,126,,pure_numeric_comment
P005700,2-26-033-0115,379,1,,pure_numeric_comment
P005702,2-26-033-0117,379,1293,,pure_numeric_comment
P005703,2-26-034-0118,379,130,,pure_numeric_comment
P005704,2-26-035-0119,379,131,,pure_numeric_comment
P005705,2-26-035-0120,379,132,,pure_numeric_comment
P005706,2-26-035-0121,379,133,,pure_numeric_comment
P005707,2-26-035-0122,379,134,,pure_numeric_comment
P005708,2-26-036-0123,379,135,,pure_numeric_comment
P005709,2-26-036-0124,379,136,,pure_numeric_comment
P005710,2-26-036-0125,379,137,,pure_numeric_comment
P005711,2-26-036-0126,379,4,,pure_numeric_comment
P005712,2-26-037-0127,379,5,,pure_numeric_comment
P005713,2-26-037-0128,380,1,,pure_numeric_comment
P005714,2-26-038-0129,380,2,,pure_numeric_comment
P005715,2-26-038-0130,380,3,,pure_numeric_comment
P005716,2-26-038-0131,380,143,,pure_numeric_comment
P005717,2-26-038-0132,380,144,,pure_numeric_comment
P005718,2-26-038-0133,380,4,,pure_numeric_comment
P005719,2-26-038-0134,380,5,,pure_numeric_comment
P005720,2-26-039-0135,380,147,,pure_numeric_comment
P005721,2-26-039-0136,380,148,,pure_numeric_comment
P005722,2-26-040-0137,380,149,,pure_numeric_comment
P005723,2-26-040-0138,380,150,,pure_numeric_comment
P005724,2-26-040-0139,380,151,,pure_numeric_comment
P005727,2-26-042-0142,380,154,,pure_numeric_comment
P005728,2-26-042-0143,381,155,,pure_numeric_comment
P005729,2-26-042-0144,381,156,,pure_numeric_comment
P005730,2-26-043-0145,381,157,,pure_numeric_comment
P005731,2-26-043-0146,381,158,,pure_numeric_comment
P005732,2-26-043-0147,381,159,,pure_numeric_comment
P005733,2-26-044-0148,381,160,,pure_numeric_comment
P005734,2-26-044-0149,381,161,,pure_numeric_comment
P005735,2-26-045-0150,381,162,,pure_numeric_comment
P005736,2-26-046-0151,381,163,,pure_numeric_comment
P005737,2-26-046-0152,381,164,,pure_numeric_comment
P005738,2-26-046-0153,381,165,,pure_numeric_comment
P005739,2-26-046-0154,381,166,,pure_numeric_comment
P005740,2-26-046-0155,381,167,,pure_numeric_comment
P005741,2-26-047-0156,381,168,,pure_numeric_comment
P005742,2-26-047-0157,381,169,,pure_numeric_comment
P005743,2-26-047-0158,381,170,,pure_numeric_comment
P005744,2-26-047-0159,381,171,,pure_numeric_comment
P005745,2-26-048-0160,382,172,,pure_numeric_comment
P005746,2-26-048-0161,382,173,,pure_numeric_comment
P005747,2-26-049-0162,382,174,,pure_numeric_comment
P005748,2-26-049-0163,382,175,,pure_numeric_comment
P005749,2-26-049-0164,382,176,,pure_numeric_comment
P005752,2-26-050-0167,382,179,,pure_numeric_comment
P005753,2-26-050-0168,382,180,,pure_numeric_comment
P005755,2-26-050-0170,382,182,,pure_numeric_comment
P005756,2-26-051-0171,382,183,,pure_numeric_comment
P005757,2-26-051-0172,382,184,,pure_numeric_comment
P005758,2-26-052-0173,382,185,,pure_numeric_comment
P005759,2-26-052-0174,382,186,,pure_numeric_comment
P005760,2-26-052-0175,382,187,,pure_numeric_comment
P005761,2-26-053-0176,383,188,,pure_numeric_comment
P005762,2-26-000-0177,383,1,,pure_numeric_comment
P005783,2-27-012-0021,384,1,,pure_numeric_comment
P005800,2-27-020-0038,385,4,,pure_numeric_comment
P005820,2-27-030-0058,386,7,,pure_numeric_comment
P005821,2-27-030-0059,386,8,,pure_numeric_comment
P005836,2-27-038-0074,387,311,,pure_numeric_comment
P005849,2-27-045-0087,388,312,,pure_numeric_comment
P005892,2-27-067-0130,390,313,,pure_numeric_comment
P005919,2-27-086-0157,392,314,,pure_numeric_comment
P005934,2-27-091-0172,392,315,,pure_numeric_comment
P005935,2-27-091-0173,392,1,,pure_numeric_comment
P005948,2-27-097-0186,393,317,,pure_numeric_comment
P005958,2-27-101-0196,394,318,,pure_numeric_comment
P005959,2-27-101-0197,394,319,,pure_numeric_comment
P005970,2-27-105-0208,394,320,,pure_numeric_comment
P005973,2-27-106-0211,394,321,,pure_numeric_comment
P005974,2-27-106-0212,395,322,,pure_numeric_comment
P005983,2-27-109-0221,395,323,,pure_numeric_comment
P005984,2-27-109-0222,395,324,,pure_numeric_comment
P005990,2-27-112-0228,395,325,,pure_numeric_comment
P005998,2-27-116-0236,396,326,,pure_numeric_comment
P006036,2-27-139-0274,398,327,,pure_numeric_comment
P006037,2-27-139-0275,398,328,,pure_numeric_comment
P006082,2-27-168-0320,400,9,,pure_numeric_comment
P006083,2-27-168-0321,401,329,,pure_numeric_comment
P006112,2-27-180-0350,402,3,,pure_numeric_comment
P006121,2-27-000-0359,403,305,,pure_numeric_comment
P006122,2-27-000-0360,403,306,,pure_numeric_comment
P006179,3-29-006-0015,415,29,,pure_numeric_comment
P006217,3-29-022-0053,418,28,,pure_numeric_comment
P006218,3-29-022-0054,418,27,,pure_numeric_comment
P006221,3-29-023-0057,418,26,,pure_numeric_comment
P006227,3-29-026-0063,418,25,,pure_numeric_comment
P006233,3-29-029-0069,418,24,,pure_numeric_comment
P006238,3-29-031-0074,419,23,,pure_numeric_comment
P006268,3-29-041-0104,421,22,,pure_numeric_comment
P006269,3-29-041-0105,421,20,,pure_numeric_comment
P006270,3-29-041-0106,421,21,,pure_numeric_comment
P006277,3-29-043-0113,421,19,,pure_numeric_comment
P006278,3-29-043-0114,421,18,,pure_numeric_comment
P006318,3-30-003-0006,424,126,,pure_numeric_comment
P006326,3-30-009-0014,424,125,,pure_numeric_comment
P006336,3-30-016-0024,424,124,,pure_numeric_comment
P006377,3-30-045-0065,427,123,,pure_numeric_comment
P006385,3-31-003-0006,427,91,,pure_numeric_comment
P006390,3-32-003-0005,428,90,,pure_numeric_comment
P006391,3-32-003-0006,428,89,,pure_numeric_comment
P006424,3-33-016-0029,430,4,,pure_numeric_comment
P006433,3-34-004-0008,430,51,,pure_numeric_comment
P006439,3-34-007-0014,431,50,,pure_numeric_comment
P006443,3-34-009-0018,431,49,,pure_numeric_comment
P006444,3-34-009-0019,431,48,,pure_numeric_comment
P006450,3-34-012-0025,431,46,,pure_numeric_comment
P006453,3-34-013-0028,431,45,,pure_numeric_comment
P006457,3-34-015-0032,432,44,,pure_numeric_comment
P006458,3-34-015-0033,432,43,,pure_numeric_comment
P006463,3-34-018-0038,432,42,,pure_numeric_comment
P006466,3-34-019-0041,432,41,,pure_numeric_comment
P006474,3-34-023-0049,433,40,,pure_numeric_comment
P006477,3-34-024-0052,433,38,,pure_numeric_comment
P006478,3-34-024-0053,433,37,,pure_numeric_comment
P006479,3-34-024-0054,433,36,,pure_numeric_comment
P006480,3-34-024-0055,433,39,,pure_numeric_comment
P006483,3-34-025-0058,433,35,,pure_numeric_comment
P006484,3-34-025-0059,433,34,,pure_numeric_comment
P006499,3-35-002-0005,434,3,,pure_numeric_comment
P006500,3-35-002-0006,434,122,,pure_numeric_comment
P006513,3-35-011-0019,435,120,,pure_numeric_comment
P006520,3-35-015-0026,435,119,,pure_numeric_comment
P006528,3-35-021-0034,436,3,,pure_numeric_comment
P006589,3-37-007-0018,439,33,,pure_numeric_comment
P006594,3-37-010-0023,439,30,,pure_numeric_comment
P006595,3-37-010-0024,439,31,,pure_numeric_comment
P006596,3-37-010-0025,439,32,,pure_numeric_comment
P006614,3-39-001-0003,441,87,,pure_numeric_comment
P006618,3-39-003-0007,441,86,,pure_numeric_comment
P006630,3-39-010-0019,441,85,,pure_numeric_comment
P006656,3-40-004-0007,443,80,,pure_numeric_comment
P006665,3-40-010-0016,443,79,,pure_numeric_comment
P006674,3-40-017-0025,444,78,,pure_numeric_comment
P006698,3-41-005-0009,445,16,,pure_numeric_comment
P006705,3-41-008-0016,445,14,,pure_numeric_comment
P006706,3-41-008-0017,445,13,,pure_numeric_comment
P006709,3-41-009-0020,446,12,,pure_numeric_comment
P006710,3-41-009-0021,446,11,,pure_numeric_comment
P006716,3-41-012-0027,446,10,,pure_numeric_comment
P006717,3-41-012-0028,446,9,,pure_numeric_comment
P006718,3-41-012-0029,446,8,,pure_numeric_comment
P006732,3-41-022-0043,447,7,,pure_numeric_comment
P006737,3-41-025-0048,447,6,,pure_numeric_comment
P006743,3-41-028-0054,447,4,,pure_numeric_comment
P006744,3-41-028-0055,447,3,,pure_numeric_comment
P006760,3-41-037-0071,448,1,,pure_numeric_comment
P006774,3-41-044-0085,449,2,,pure_numeric_comment
P006857,3-43-003-0005,453,116,,pure_numeric_comment
P006868,3-43-012-0016,454,115,,pure_numeric_comment
P006891,3-43-031-0039,455,114,,pure_numeric_comment
P006901,3-43-036-0049,456,113,,pure_numeric_comment
P006926,3-43-056-0074,457,112,,pure_numeric_comment
P006979,3-44-013-0017,460,84,,pure_numeric_comment
P007011,3-44-039-0049,462,83,,pure_numeric_comment
P007037,3-44-059-0075,463,3,,pure_numeric_comment
P007041,3-44-061-0079,463,81,,pure_numeric_comment
P007124,3-45-001-0003,468,3,,pure_numeric_comment
P007125,3-45-001-0004,468,4,,pure_numeric_comment
P007134,3-45-007-0013,468,67,,pure_numeric_comment
P007138,3-45-009-0017,468,65,,pure_numeric_comment
P007139,3-45-009-0018,469,66,,pure_numeric_comment
P007144,3-45-011-0023,469,63,,pure_numeric_comment
P007149,3-45-013-0028,469,62,,pure_numeric_comment
P007154,3-45-016-0033,469,61,,pure_numeric_comment
P007158,3-45-018-0037,469,59,,pure_numeric_comment
P007159,3-45-018-0038,470,60,,pure_numeric_comment
P007166,3-45-022-0045,470,68,,pure_numeric_comment
P007179,3-45-030-0058,471,57,,pure_numeric_comment
P007182,3-45-031-0061,471,56,,pure_numeric_comment
P007208,3-45-052-0087,472,3,,pure_numeric_comment
P007209,3-45-052-0088,472,4,,pure_numeric_comment
P007210,3-45-052-0089,472,5,,pure_numeric_comment
P007225,3-46-009-0015,473,77,,pure_numeric_comment
P007247,3-46-026-0037,475,76,,pure_numeric_comment
P007255,3-46-032-0045,475,75,,pure_numeric_comment
P007256,3-46-032-0046,475,74,,pure_numeric_comment
P007261,3-46-036-0051,475,72,,pure_numeric_comment
P007262,3-46-036-0052,475,73,,pure_numeric_comment
P007267,3-46-039-0057,476,71,,pure_numeric_comment
P007268,3-46-039-0058,476,70,,pure_numeric_comment
P007291,3-47-009-0013,477,11,,pure_numeric_comment
P007292,3-47-009-0014,477,96,,pure_numeric_comment
P007298,3-47-012-0020,478,1,,pure_numeric_comment
P007309,3-47-019-0031,478,94,,pure_numeric_comment
P007310,3-47-019-0032,478,93,,pure_numeric_comment
P007331,3-48-002-0005,479,107,,pure_numeric_comment
P007332,3-48-002-0006,480,1,,pure_numeric_comment
P007333,3-48-002-0007,480,105,,pure_numeric_comment
P007347,3-48-012-0021,480,104,,pure_numeric_comment
P007353,3-48-015-0027,481,103,,pure_numeric_comment
P007354,3-48-015-0028,481,101,,pure_numeric_comment
P007355,3-48-015-0029,481,102,,pure_numeric_comment
P007358,3-48-016-0032,481,100,,pure_numeric_comment
P007374,3-48-028-0048,482,99,,pure_numeric_comment
P007389,3-48-038-0063,483,98,,pure_numeric_comment
P007400,3-49-001-0003,483,111,,pure_numeric_comment
P007401,3-49-001-0004,483,110,,pure_numeric_comment
P007404,3-49-002-0007,483,109,,pure_numeric_comment
P007424,3-49-019-0027,484,108,,pure_numeric_comment
