person_id,changed_field_count,changed_fields
P003943,1,marriage_status_norm
P003944,1,marriage_status_norm
P003948,1,marriage_status_norm
P003949,1,marriage_status_norm
P003950,1,marriage_status_norm
P003951,1,marriage_status_norm
P003953,1,marriage_status_norm
P003955,1,marriage_status_norm
P003958,1,marriage_status_norm
P003959,1,marriage_status_norm
P003960,1,marriage_status_norm
P003961,1,marriage_status_norm
P003963,1,origin_place_norm
P003964,2,marriage_status_norm; origin_place_norm
P003969,1,marriage_status_norm
P003971,2,marriage_status_norm; origin_place_norm
P003972,2,marriage_status_norm; origin_place_norm
P003973,2,marriage_status_norm; origin_place_norm
P003974,2,marriage_status_norm; origin_place_norm
P003975,2,marriage_status_norm; origin_place_norm
P003976,2,age_months; origin_place_norm
P003977,3,age_months; comments; origin_place_norm
P003978,2,marriage_status_norm; origin_place_norm
P003979,2,marriage_status_norm; origin_place_norm
P003980,2,marriage_status_norm; origin_place_norm
P003981,2,marriage_status_norm; origin_place_norm
P003982,2,comments; origin_place_norm
P003983,2,marriage_status_norm; origin_place_norm
P003985,1,origin_place_norm
P003986,2,marriage_status_norm; origin_place_norm
P003987,2,marriage_status_norm; origin_place_norm
P003988,2,marriage_status_norm; origin_place_norm
P003989,2,marriage_status_norm; origin_place_norm
P003990,1,origin_place_norm
P003993,2,marriage_status_norm; origin_place_norm
P003994,2,marriage_status_norm; origin_place_norm
P003995,1,origin_place_norm
P003996,2,marriage_status_norm; origin_place_norm
P003997,2,marriage_status_norm; origin_place_norm
P003998,1,origin_place_norm
P003999,1,marriage_status_norm
P004001,1,marriage_status_norm
P004004,1,marriage_status_norm
P004008,1,marriage_status_norm
P004009,1,marriage_status_norm
P004011,1,marriage_status_norm
P004012,1,marriage_status_norm
P004013,1,marriage_status_norm
P004014,1,marriage_status_norm
P004015,1,marriage_status_norm
P004018,2,marriage_status_norm; origin_place_norm
P004019,1,marriage_status_norm
P004020,1,marriage_status_norm
P004022,1,marriage_status_norm
P004023,1,marriage_status_norm
P004024,1,marriage_status_norm
P004025,2,marriage_status_norm; origin_place_norm
P004026,1,origin_place_norm
P004027,2,marriage_status_norm; origin_place_norm
P004028,1,origin_place_norm
P004029,1,origin_place_norm
P004031,2,marriage_status_norm; origin_place_norm
P004032,2,marriage_status_norm; origin_place_norm
P004033,2,marriage_status_norm; origin_place_norm
P004034,2,marriage_status_norm; origin_place_norm
P004035,2,marriage_status_norm; origin_place_norm
P004036,2,marriage_status_norm; origin_place_norm
P004037,2,marriage_status_norm; origin_place_norm
P004038,3,comments; marriage_status_norm; origin_place_norm
P004039,3,comments; marriage_status_norm; origin_place_norm
P004040,2,comments; origin_place_norm
P004041,3,age_months; comments; origin_place_norm
P004043,3,marriage_status_norm; occupation_norm; origin_place_norm
P004044,3,comments; marriage_status_norm; origin_place_norm
P004045,3,comments; marriage_status_norm; origin_place_norm
P004046,3,comments; marriage_status_norm; origin_place_norm
P004047,2,comments; marriage_status_norm
P004048,3,comments; marriage_status_norm; origin_place_norm
P004049,3,comments; marriage_status_norm; origin_place_norm
P004050,3,comments; marriage_status_norm; origin_place_norm
P004051,3,comments; marriage_status_norm; origin_place_norm
P004052,3,comments; marriage_status_norm; origin_place_norm
P004053,3,comments; marriage_status_norm; origin_place_norm
P004054,3,comments; marriage_status_norm; origin_place_norm
P004055,2,marriage_status_norm; origin_place_norm
P004056,3,comments; marriage_status_norm; origin_place_norm
P004057,3,comments; marriage_status_norm; origin_place_norm
P004058,1,origin_place_norm
P004059,3,comments; marriage_status_norm; origin_place_norm
P004060,3,comments; marriage_status_norm; origin_place_norm
P004061,3,comments; marriage_status_norm; origin_place_norm
P004062,3,comments; marriage_status_norm; origin_place_norm
P004063,3,age_months; comments; origin_place_norm
P004064,3,age_months; comments; origin_place_norm
P004065,3,comments; marriage_status_norm; origin_place_norm
P004066,3,comments; marriage_status_norm; origin_place_norm
P004067,3,comments; marriage_status_norm; origin_place_norm
P004068,3,comments; living_alone_status; marriage_status_norm
P004069,3,comments; marriage_status_norm; origin_place_norm
P004070,3,comments; marriage_status_norm; origin_place_norm
P004071,3,comments; marriage_status_norm; origin_place_norm
P004072,3,comments; marriage_status_norm; origin_place_norm
P004073,2,comments; origin_place_norm
P004074,2,comments; origin_place_norm
P004075,3,comments; marriage_status_norm; origin_place_norm
P004076,3,comments; marriage_status_norm; origin_place_norm
P004077,2,comments; origin_place_norm
P004078,3,comments; marriage_status_norm; origin_place_norm
P004079,3,comments; marriage_status_norm; origin_place_norm
P004080,3,age_months; comments; origin_place_norm
P004081,2,marriage_status_norm; origin_place_norm
P004082,2,marriage_status_norm; origin_place_norm
P004083,3,comments; marriage_status_norm; origin_place_norm
P004084,3,comments; marriage_status_norm; origin_place_norm
P004085,3,comments; marriage_status_norm; origin_place_norm
P004086,3,comments; marriage_status_norm; origin_place_norm
P004087,3,comments; marriage_status_norm; origin_place_norm
P004088,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004089,3,comments; marriage_status_norm; origin_place_norm
P004090,3,comments; marriage_status_norm; origin_place_norm
P004091,3,living_alone_status; marriage_status_norm; origin_place_norm
P004092,3,comments; marriage_status_norm; origin_place_norm
P004093,3,comments; marriage_status_norm; origin_place_norm
P004094,2,comments; origin_place_norm
P004095,3,age_months; comments; origin_place_norm
P004096,3,comments; marriage_status_norm; origin_place_norm
P004097,2,comments; origin_place_norm
P004098,3,age_months; comments; origin_place_norm
P004099,3,age_months; comments; origin_place_norm
P004100,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004101,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004102,3,comments; marriage_status_norm; origin_place_norm
P004103,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004104,3,comments; marriage_status_norm; origin_place_norm
P004105,3,comments; marriage_status_norm; origin_place_norm
P004106,3,comments; marriage_status_norm; origin_place_norm
P004107,3,comments; marriage_status_norm; origin_place_norm
P004108,3,age_months; comments; origin_place_norm
P004109,3,comments; marriage_status_norm; origin_place_norm
P004110,3,comments; marriage_status_norm; origin_place_norm
P004111,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004112,3,comments; marriage_status_norm; origin_place_norm
P004113,3,comments; marriage_status_norm; origin_place_norm
P004114,3,age_months; comments; origin_place_norm
P004115,3,comments; marriage_status_norm; origin_place_norm
P004116,3,comments; marriage_status_norm; origin_place_norm
P004117,3,age_months; comments; origin_place_norm
P004118,3,age_months; comments; origin_place_norm
P004119,3,comments; marriage_status_norm; origin_place_norm
P004120,2,marriage_status_norm; origin_place_norm
P004121,3,comments; marriage_status_norm; origin_place_norm
P004122,2,comments; origin_place_norm
P004123,2,comments; origin_place_norm
P004124,2,comments; origin_place_norm
P004125,3,comments; marriage_status_norm; origin_place_norm
P004126,3,comments; marriage_status_norm; origin_place_norm
P004127,2,comments; origin_place_norm
P004128,2,comments; origin_place_norm
P004129,3,comments; marriage_status_norm; origin_place_norm
P004130,3,comments; marriage_status_norm; origin_place_norm
P004131,3,comments; marriage_status_norm; origin_place_norm
P004132,2,comments; origin_place_norm
P004133,1,origin_place_norm
P004134,3,age_months; comments; origin_place_norm
P004135,3,age_months; comments; origin_place_norm
P004136,3,comments; marriage_status_norm; origin_place_norm
P004137,3,comments; marriage_status_norm; origin_place_norm
P004138,3,comments; marriage_status_norm; origin_place_norm
P004139,3,comments; marriage_status_norm; origin_place_norm
P004140,2,comments; origin_place_norm
P004141,1,comments
P004142,1,origin_place_norm
P004143,3,age_months; comments; origin_place_norm
P004144,3,comments; marriage_status_norm; origin_place_norm
P004145,3,comments; marriage_status_norm; origin_place_norm
P004146,2,comments; origin_place_norm
P004147,1,comments
P004148,2,comments; origin_place_norm
P004149,2,comments; origin_place_norm
P004150,3,age_months; comments; origin_place_norm
P004151,3,comments; marriage_status_norm; origin_place_norm
P004152,3,comments; marriage_status_norm; origin_place_norm
P004153,3,comments; marriage_status_norm; origin_place_norm
P004154,3,comments; marriage_status_norm; origin_place_norm
P004155,2,marriage_status_norm; origin_place_norm
P004156,2,comments; origin_place_norm
P004157,2,comments; origin_place_norm
P004158,3,comments; marriage_status_norm; origin_place_norm
P004159,3,comments; marriage_status_norm; origin_place_norm
P004160,2,comments; origin_place_norm
P004161,2,comments; origin_place_norm
P004162,3,age_months; comments; origin_place_norm
P004163,3,comments; marriage_status_norm; origin_place_norm
P004164,3,comments; marriage_status_norm; origin_place_norm
P004165,1,origin_place_norm
P004166,3,comments; marriage_status_norm; origin_place_norm
P004167,3,comments; marriage_status_norm; origin_place_norm
P004168,3,comments; marriage_status_norm; origin_place_norm
P004169,3,comments; marriage_status_norm; origin_place_norm
P004170,3,comments; marriage_status_norm; origin_place_norm
P004171,3,comments; marriage_status_norm; origin_place_norm
P004172,3,age_months; comments; origin_place_norm
P004173,3,comments; marriage_status_norm; origin_place_norm
P004174,3,comments; marriage_status_norm; origin_place_norm
P004175,2,comments; origin_place_norm
P004176,1,comments
P004177,2,comments; origin_place_norm
P004178,3,age_months; comments; origin_place_norm
P004179,3,comments; marriage_status_norm; origin_place_norm
P004180,3,comments; marriage_status_norm; origin_place_norm
P004181,3,age_months; comments; origin_place_norm
P004182,3,comments; marriage_status_norm; origin_place_norm
P004183,3,comments; marriage_status_norm; origin_place_norm
P004184,3,comments; marriage_status_norm; origin_place_norm
P004185,2,comments; origin_place_norm
P004186,3,comments; marriage_status_norm; origin_place_norm
P004187,3,comments; marriage_status_norm; origin_place_norm
P004188,2,comments; origin_place_norm
P004189,2,comments; origin_place_norm
P004190,2,comments; origin_place_norm
P004191,3,age_months; comments; origin_place_norm
P004192,3,age_months; comments; origin_place_norm
P004193,3,comments; marriage_status_norm; origin_place_norm
P004194,3,comments; marriage_status_norm; origin_place_norm
P004195,2,comments; origin_place_norm
P004196,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004197,3,comments; marriage_status_norm; origin_place_norm
P004198,3,comments; marriage_status_norm; origin_place_norm
P004199,2,comments; origin_place_norm
P004200,2,comments; origin_place_norm
P004201,2,comments; origin_place_norm
P004202,3,age_months; comments; origin_place_norm
P004203,3,comments; marriage_status_norm; origin_place_norm
P004204,3,comments; marriage_status_norm; origin_place_norm
P004205,2,marriage_status_norm; origin_place_norm
P004206,2,marriage_status_norm; origin_place_norm
P004207,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004208,3,comments; marriage_status_norm; origin_place_norm
P004209,3,comments; marriage_status_norm; origin_place_norm
P004210,3,comments; marriage_status_norm; origin_place_norm
P004211,3,comments; marriage_status_norm; origin_place_norm
P004212,2,comments; origin_place_norm
P004213,4,age; comments; marriage_status_norm; origin_place_norm
P004214,3,comments; marriage_status_norm; origin_place_norm
P004215,5,comments; living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P004216,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004217,3,comments; marriage_status_norm; origin_place_norm
P004218,3,comments; marriage_status_norm; origin_place_norm
P004219,3,comments; marriage_status_norm; origin_place_norm
P004220,3,comments; marriage_status_norm; origin_place_norm
P004221,3,comments; marriage_status_norm; origin_place_norm
P004222,3,comments; marriage_status_norm; origin_place_norm
P004223,3,age_months; comments; origin_place_norm
P004224,2,comments; origin_place_norm
P004225,2,comments; origin_place_norm
P004226,3,age_months; comments; origin_place_norm
P004227,3,comments; marriage_status_norm; origin_place_norm
P004228,3,comments; marriage_status_norm; origin_place_norm
P004229,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004230,3,comments; marriage_status_norm; origin_place_norm
P004231,2,comments; origin_place_norm
P004232,3,comments; marriage_status_norm; origin_place_norm
P004233,3,comments; marriage_status_norm; origin_place_norm
P004234,2,comments; origin_place_norm
P004235,2,comments; origin_place_norm
P004236,2,comments; origin_place_norm
P004237,3,comments; marriage_status_norm; origin_place_norm
P004238,3,comments; marriage_status_norm; origin_place_norm
P004239,3,comments; marriage_status_norm; origin_place_norm
P004240,3,comments; marriage_status_norm; origin_place_norm
P004241,3,comments; marriage_status_norm; origin_place_norm
P004242,3,age_months; comments; origin_place_norm
P004243,3,comments; marriage_status_norm; origin_place_norm
P004244,3,comments; marriage_status_norm; origin_place_norm
P004245,3,comments; marriage_status_norm; origin_place_norm
P004246,2,comments; origin_place_norm
P004247,3,comments; marriage_status_norm; origin_place_norm
P004248,3,comments; marriage_status_norm; origin_place_norm
P004249,3,comments; marriage_status_norm; origin_place_norm
P004250,3,comments; marriage_status_norm; origin_place_norm
P004251,2,comments; marriage_status_norm
P004252,3,comments; marriage_status_norm; origin_place_norm
P004253,2,marriage_status_norm; origin_place_norm
P004254,2,comments; origin_place_norm
P004255,2,comments; origin_place_norm
P004256,3,comments; marriage_status_norm; origin_place_norm
P004257,3,comments; marriage_status_norm; origin_place_norm
P004258,3,comments; marriage_status_norm; origin_place_norm
P004259,3,comments; marriage_status_norm; origin_place_norm
P004260,2,marriage_status_norm; origin_place_norm
P004261,3,comments; marriage_status_norm; origin_place_norm
P004262,2,comments; origin_place_norm
P004263,2,comments; origin_place_norm
P004264,3,age_months; comments; origin_place_norm
P004265,3,comments; marriage_status_norm; origin_place_norm
P004266,3,comments; marriage_status_norm; origin_place_norm
P004267,2,comments; origin_place_norm
P004268,2,comments; origin_place_norm
P004269,2,comments; origin_place_norm
P004270,2,comments; origin_place_norm
P004271,3,comments; marriage_status_norm; origin_place_norm
P004272,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004273,3,comments; marriage_status_norm; origin_place_norm
P004274,2,comments; origin_place_norm
P004275,3,age_months; comments; origin_place_norm
P004276,3,age_months; comments; origin_place_norm
P004277,2,marriage_status_norm; origin_place_norm
P004278,3,comments; marriage_status_norm; origin_place_norm
P004279,3,comments; marriage_status_norm; origin_place_norm
P004280,2,marriage_status_norm; origin_place_norm
P004281,2,comments; origin_place_norm
P004282,2,comments; origin_place_norm
P004283,1,origin_place_norm
P004284,3,comments; marriage_status_norm; origin_place_norm
P004285,3,comments; marriage_status_norm; origin_place_norm
P004286,3,age_months; comments; origin_place_norm
P004287,3,comments; marriage_status_norm; origin_place_norm
P004288,1,comments
P004289,3,comments; marriage_status_norm; origin_place_norm
P004290,3,comments; marriage_status_norm; origin_place_norm
P004291,1,origin_place_norm
P004292,2,comments; origin_place_norm
P004293,2,comments; origin_place_norm
P004294,2,comments; origin_place_norm
P004295,3,age_months; comments; origin_place_norm
P004296,3,age_months; comments; origin_place_norm
P004297,3,comments; marriage_status_norm; origin_place_norm
P004298,3,comments; marriage_status_norm; origin_place_norm
P004299,3,age_months; comments; origin_place_norm
P004300,3,comments; marriage_status_norm; origin_place_norm
P004301,2,comments; origin_place_norm
P004302,3,comments; marriage_status_norm; origin_place_norm
P004303,3,comments; marriage_status_norm; origin_place_norm
P004304,2,comments; origin_place_norm
P004305,2,comments; origin_place_norm
P004306,3,age_months; comments; origin_place_norm
P004307,3,comments; marriage_status_norm; origin_place_norm
P004308,3,comments; marriage_status_norm; origin_place_norm
P004309,3,comments; marriage_status_norm; origin_place_norm
P004310,2,comments; origin_place_norm
P004311,2,comments; origin_place_norm
P004312,3,comments; marriage_status_norm; origin_place_norm
P004313,3,comments; marriage_status_norm; origin_place_norm
P004314,2,comments; origin_place_norm
P004315,2,comments; origin_place_norm
P004316,3,age_months; comments; origin_place_norm
P004317,3,age_months; comments; origin_place_norm
P004318,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004319,3,comments; marriage_status_norm; origin_place_norm
P004320,1,origin_place_norm
P004321,2,marriage_status_norm; origin_place_norm
P004322,1,origin_place_norm
P004323,2,marriage_status_norm; origin_place_norm
P004324,3,comments; marriage_status_norm; origin_place_norm
P004325,3,comments; marriage_status_norm; origin_place_norm
P004326,3,comments; marriage_status_norm; origin_place_norm
P004327,2,marriage_status_norm; origin_place_norm
P004328,3,comments; marriage_status_norm; origin_place_norm
P004329,2,comments; origin_place_norm
P004330,1,origin_place_norm
P004331,2,comments; origin_place_norm
P004332,3,age_months; comments; origin_place_norm
P004333,3,comments; marriage_status_norm; occupation_norm
P004334,3,comments; marriage_status_norm; origin_place_norm
P004335,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004336,3,comments; marriage_status_norm; origin_place_norm
P004337,3,comments; marriage_status_norm; origin_place_norm
P004338,3,comments; marriage_status_norm; origin_place_norm
P004339,2,comments; origin_place_norm
P004340,2,comments; origin_place_norm
P004341,3,age_months; comments; origin_place_norm
P004342,3,comments; marriage_status_norm; origin_place_norm
P004343,2,marriage_status_norm; origin_place_norm
P004344,2,comments; origin_place_norm
P004345,3,age_months; comments; origin_place_norm
P004346,3,age_months; comments; origin_place_norm
P004347,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004348,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004349,3,comments; marriage_status_norm; origin_place_norm
P004350,3,comments; marriage_status_norm; origin_place_norm
P004351,3,comments; marriage_status_norm; origin_place_norm
P004352,3,age_months; comments; origin_place_norm
P004353,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004354,3,comments; marriage_status_norm; origin_place_norm
P004355,3,age_months; comments; origin_place_norm
P004356,3,comments; marriage_status_norm; origin_place_norm
P004357,3,comments; marriage_status_norm; origin_place_norm
P004358,3,comments; marriage_status_norm; origin_place_norm
P004359,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P004360,3,comments; marriage_status_norm; origin_place_norm
P004361,2,marriage_status_norm; origin_place_norm
P004362,3,comments; marriage_status_norm; origin_place_norm
P004363,3,comments; marriage_status_norm; origin_place_norm
P004364,3,comments; marriage_status_norm; origin_place_norm
P004365,3,comments; marriage_status_norm; origin_place_norm
P004366,3,comments; marriage_status_norm; origin_place_norm
P004367,3,comments; marriage_status_norm; origin_place_norm
P004368,3,comments; marriage_status_norm; origin_place_norm
P004369,3,comments; marriage_status_norm; origin_place_norm
P004370,2,comments; origin_place_norm
P004371,2,comments; origin_place_norm
P004372,2,comments; origin_place_norm
P004373,3,comments; marriage_status_norm; origin_place_norm
P004374,3,comments; marriage_status_norm; origin_place_norm
P004375,3,comments; marriage_status_norm; origin_place_norm
P004376,2,comments; origin_place_norm
P004377,3,age_months; comments; origin_place_norm
P004378,3,comments; marriage_status_norm; origin_place_norm
P004379,3,comments; marriage_status_norm; origin_place_norm
P004380,2,comments; origin_place_norm
P004381,2,comments; origin_place_norm
P004382,2,comments; origin_place_norm
P004383,3,comments; marriage_status_norm; origin_place_norm
P004384,3,comments; marriage_status_norm; origin_place_norm
P004385,3,comments; marriage_status_norm; origin_place_norm
P004386,3,comments; marriage_status_norm; origin_place_norm
P004387,3,comments; marriage_status_norm; origin_place_norm
P004388,2,comments; origin_place_norm
P004389,3,comments; marriage_status_norm; origin_place_norm
P004390,3,comments; marriage_status_norm; origin_place_norm
P004392,2,comments; origin_place_norm
P004393,3,age_months; comments; origin_place_norm
P004394,3,age_months; comments; origin_place_norm
P004395,2,marriage_status_norm; origin_place_norm
P004396,3,comments; marriage_status_norm; origin_place_norm
P004397,3,comments; marriage_status_norm; origin_place_norm
P004398,3,age_months; comments; origin_place_norm
P004399,3,comments; marriage_status_norm; origin_place_norm
P004400,3,comments; marriage_status_norm; origin_place_norm
P004401,1,origin_place_norm
P004402,2,comments; origin_place_norm
P004403,2,comments; origin_place_norm
P004404,1,origin_place_norm
P004405,3,age_months; comments; origin_place_norm
P004406,3,age_months; comments; origin_place_norm
P004407,3,marriage_status_norm; occupation_norm; origin_place_norm
P004408,3,comments; marriage_status_norm; origin_place_norm
P004409,3,comments; marriage_status_norm; origin_place_norm
P004410,3,comments; marriage_status_norm; origin_place_norm
P004411,1,origin_place_norm
P004413,3,comments; marriage_status_norm; origin_place_norm
P004414,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004415,3,comments; marriage_status_norm; origin_place_norm
P004416,3,comments; marriage_status_norm; origin_place_norm
P004417,2,comments; origin_place_norm
P004418,2,comments; origin_place_norm
P004419,3,comments; marriage_status_norm; origin_place_norm
P004420,3,comments; marriage_status_norm; origin_place_norm
P004421,1,origin_place_norm
P004422,1,origin_place_norm
P004423,3,age_months; comments; origin_place_norm
P004424,2,comments; marriage_status_norm
P004425,3,comments; marriage_status_norm; origin_place_norm
P004426,2,comments; origin_place_norm
P004427,1,comments
P004428,1,comments
P004429,2,comments; origin_place_norm
P004430,3,age_months; comments; origin_place_norm
P004431,3,comments; marriage_status_norm; origin_place_norm
P004432,3,comments; marriage_status_norm; origin_place_norm
P004433,2,comments; origin_place_norm
P004434,1,comments
P004435,2,comments; origin_place_norm
P004436,3,age_months; comments; origin_place_norm
P004437,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004438,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004439,3,comments; marriage_status_norm; origin_place_norm
P004440,3,comments; marriage_status_norm; origin_place_norm
P004442,1,origin_place_norm
P004443,2,comments; origin_place_norm
P004444,3,age_months; comments; origin_place_norm
P004445,2,marriage_status_norm; origin_place_norm
P004446,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004447,3,comments; marriage_status_norm; origin_place_norm
P004448,3,comments; marriage_status_norm; origin_place_norm
P004449,2,comments; origin_place_norm
P004450,1,comments
P004451,2,comments; marriage_status_norm
P004452,3,comments; marriage_status_norm; origin_place_norm
P004453,3,comments; marriage_status_norm; origin_place_norm
P004454,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004455,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004456,3,comments; marriage_status_norm; origin_place_norm
P004457,3,comments; marriage_status_norm; origin_place_norm
P004458,1,comments
P004459,3,age_months; comments; origin_place_norm
P004460,3,comments; marriage_status_norm; origin_place_norm
P004461,3,comments; marriage_status_norm; origin_place_norm
P004462,2,marriage_status_norm; origin_place_norm
P004463,3,comments; marriage_status_norm; origin_place_norm
P004464,3,marriage_status_norm; occupation_norm; origin_place_norm
P004465,3,comments; marriage_status_norm; origin_place_norm
P004466,3,comments; marriage_status_norm; origin_place_norm
P004467,2,comments; origin_place_norm
P004468,2,comments; origin_place_norm
P004469,1,origin_place_norm
P004470,3,age_months; comments; origin_place_norm
P004471,2,marriage_status_norm; origin_place_norm
P004472,2,comments; origin_place_norm
P004473,3,comments; marriage_status_norm; origin_place_norm
P004474,3,comments; marriage_status_norm; origin_place_norm
P004475,3,comments; marriage_status_norm; origin_place_norm
P004476,3,age_months; comments; origin_place_norm
P004477,4,comments; living_alone_status; marriage_status_norm; origin_place_norm
P004478,2,marriage_status_norm; origin_place_norm
P004479,2,marriage_status_norm; origin_place_norm
P004480,3,comments; marriage_status_norm; origin_place_norm
P004481,3,comments; marriage_status_norm; origin_place_norm
P004482,3,comments; marriage_status_norm; origin_place_norm
P004483,3,age_months; comments; origin_place_norm
P004484,3,age_months; comments; origin_place_norm
P004485,3,comments; marriage_status_norm; origin_place_norm
P004486,3,comments; marriage_status_norm; origin_place_norm
P004487,3,comments; marriage_status_norm; origin_place_norm
P004488,3,age_months; comments; origin_place_norm
P004489,3,comments; marriage_status_norm; origin_place_norm
P004490,3,comments; marriage_status_norm; origin_place_norm
P004491,2,comments; origin_place_norm
P004492,3,comments; marriage_status_norm; origin_place_norm
P004493,3,comments; marriage_status_norm; origin_place_norm
P004494,3,comments; marriage_status_norm; origin_place_norm
P004495,2,comments; origin_place_norm
P004496,3,comments; marriage_status_norm; origin_place_norm
P004497,3,comments; marriage_status_norm; origin_place_norm
P004498,3,comments; marriage_status_norm; origin_place_norm
P004499,3,comments; marriage_status_norm; origin_place_norm
P004500,2,comments; origin_place_norm
P004501,3,age_months; comments; origin_place_norm
P004502,3,comments; marriage_status_norm; origin_place_norm
P004503,3,comments; marriage_status_norm; origin_place_norm
P004504,2,comments; origin_place_norm
P004505,3,age_months; comments; origin_place_norm
P004506,3,comments; marriage_status_norm; origin_place_norm
P004507,3,comments; marriage_status_norm; origin_place_norm
P004508,1,comments
P004509,2,comments; origin_place_norm
P004510,2,comments; origin_place_norm
P004511,3,age_months; comments; origin_place_norm
P004512,3,comments; marriage_status_norm; origin_place_norm
P004513,3,comments; marriage_status_norm; origin_place_norm
P004514,3,comments; marriage_status_norm; origin_place_norm
P004515,3,comments; marriage_status_norm; origin_place_norm
P004516,3,comments; marriage_status_norm; origin_place_norm
P004517,3,comments; marriage_status_norm; origin_place_norm
P004518,3,comments; marriage_status_norm; origin_place_norm
P004519,3,comments; marriage_status_norm; origin_place_norm
P004520,3,comments; marriage_status_norm; origin_place_norm
P004521,2,comments; origin_place_norm
P004522,3,comments; marriage_status_norm; origin_place_norm
P004523,3,comments; marriage_status_norm; origin_place_norm
P004524,2,comments; origin_place_norm
P004525,3,age_months; comments; origin_place_norm
P004526,3,comments; marriage_status_norm; origin_place_norm
P004527,2,comments; origin_place_norm
P004528,3,comments; marriage_status_norm; origin_place_norm
P004529,3,comments; marriage_status_norm; origin_place_norm
P004530,3,comments; marriage_status_norm; origin_place_norm
P004531,2,comments; origin_place_norm
P004532,3,age_months; comments; origin_place_norm
P004533,3,comments; marriage_status_norm; origin_place_norm
P004534,2,comments; origin_place_norm
P004535,3,comments; marriage_status_norm; origin_place_norm
P004536,3,comments; marriage_status_norm; origin_place_norm
P004537,3,comments; marriage_status_norm; origin_place_norm
P004538,3,comments; marriage_status_norm; origin_place_norm
P004539,3,comments; marriage_status_norm; origin_place_norm
P004540,3,comments; marriage_status_norm; origin_place_norm
P004541,2,comments; marriage_status_norm
P004542,3,comments; marriage_status_norm; origin_place_norm
P004543,3,comments; marriage_status_norm; origin_place_norm
P004544,3,comments; marriage_status_norm; origin_place_norm
P004545,3,comments; marriage_status_norm; origin_place_norm
P004546,3,comments; marriage_status_norm; origin_place_norm
P004547,3,comments; marriage_status_norm; origin_place_norm
P004548,3,comments; marriage_status_norm; origin_place_norm
P004549,4,age; comments; marriage_status_norm; origin_place_norm
P004550,3,comments; marriage_status_norm; origin_place_norm
P004551,2,comments; origin_place_norm
P004552,2,comments; origin_place_norm
P004553,2,comments; origin_place_norm
P004554,1,origin_place_norm
P004555,3,age_months; comments; origin_place_norm
P004556,3,comments; marriage_status_norm; origin_place_norm
P004557,3,comments; marriage_status_norm; origin_place_norm
P004558,3,comments; marriage_status_norm; origin_place_norm
P004559,3,comments; marriage_status_norm; origin_place_norm
P004560,2,comments; origin_place_norm
P004561,3,comments; marriage_status_norm; origin_place_norm
P004562,3,comments; marriage_status_norm; origin_place_norm
P004563,3,comments; marriage_status_norm; origin_place_norm
P004564,3,comments; marriage_status_norm; origin_place_norm
P004565,3,comments; marriage_status_norm; origin_place_norm
P004566,3,age_months; comments; origin_place_norm
P004567,3,comments; marriage_status_norm; origin_place_norm
P004568,2,comments; origin_place_norm
P004569,3,age_months; comments; origin_place_norm
P004570,3,comments; marriage_status_norm; origin_place_norm
P004571,3,comments; marriage_status_norm; origin_place_norm
P004572,3,comments; marriage_status_norm; origin_place_norm
P004573,3,comments; marriage_status_norm; origin_place_norm
P004574,2,age_months; origin_place_norm
P004575,3,comments; marriage_status_norm; origin_place_norm
P004576,3,comments; marriage_status_norm; origin_place_norm
P004577,3,comments; marriage_status_norm; origin_place_norm
P004578,3,comments; marriage_status_norm; origin_place_norm
P004579,3,comments; marriage_status_norm; origin_place_norm
P004580,3,comments; marriage_status_norm; origin_place_norm
P004581,2,comments; origin_place_norm
P004582,3,age_months; comments; origin_place_norm
P004583,3,comments; marriage_status_norm; origin_place_norm
P004584,3,comments; marriage_status_norm; origin_place_norm
P004585,3,comments; marriage_status_norm; origin_place_norm
P004586,3,comments; marriage_status_norm; origin_place_norm
P004587,2,comments; origin_place_norm
P004588,3,comments; marriage_status_norm; origin_place_norm
P004589,3,comments; marriage_status_norm; origin_place_norm
P004590,3,comments; marriage_status_norm; origin_place_norm
