person_id,changed_field_count,changed_fields
P000807,3,age_months; comments; origin_place_norm
P000808,2,marriage_status_norm; origin_place_norm
P000809,2,marriage_status_norm; origin_place_norm
P000810,3,marriage_status_norm; occupation_norm; origin_place_norm
P000811,3,marriage_status_norm; occupation_norm; origin_place_norm
P000812,2,marriage_status_norm; origin_place_norm
P000813,3,marriage_status_norm; occupation_norm; origin_place_norm
P000814,2,marriage_status_norm; origin_place_norm
P000815,3,marriage_status_norm; occupation_norm; origin_place_norm
P000816,3,marriage_status_norm; occupation_norm; origin_place_norm
P000817,2,living_alone_status; origin_place_norm
P000818,3,marriage_status_norm; occupation_norm; origin_place_norm
P000819,3,marriage_status_norm; occupation_norm; origin_place_norm
P000820,2,marriage_status_norm; origin_place_norm
P000821,2,marriage_status_norm; origin_place_norm
P000822,1,origin_place_norm
P000823,3,marriage_status_norm; occupation_norm; origin_place_norm
P000824,2,marriage_status_norm; origin_place_norm
P000825,2,marriage_status_norm; origin_place_norm
P000826,2,marriage_status_norm; origin_place_norm
P000827,3,marriage_status_norm; occupation_norm; origin_place_norm
P000828,1,origin_place_norm
P000829,2,marriage_status_norm; origin_place_norm
P000830,3,marriage_status_norm; occupation_norm; origin_place_norm
P000831,2,marriage_status_norm; origin_place_norm
P000832,3,marriage_status_norm; occupation_norm; origin_place_norm
P000833,2,marriage_status_norm; origin_place_norm
P000834,3,marriage_status_norm; occupation_norm; origin_place_norm
P000835,3,marriage_status_norm; occupation_norm; origin_place_norm
P000836,2,marriage_status_norm; origin_place_norm
P000837,3,marriage_status_norm; occupation_norm; origin_place_norm
P000838,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000839,3,marriage_status_norm; occupation_norm; origin_place_norm
P000840,2,marriage_status_norm; origin_place_norm
P000841,3,marriage_status_norm; occupation_norm; origin_place_norm
P000842,2,marriage_status_norm; origin_place_norm
P000843,3,marriage_status_norm; occupation_norm; origin_place_norm
P000844,2,marriage_status_norm; origin_place_norm
P000845,3,marriage_status_norm; occupation_norm; origin_place_norm
P000846,2,marriage_status_norm; origin_place_norm
P000847,2,age_months; origin_place_norm
P000848,3,age_months; comments; origin_place_norm
P000849,3,living_alone_status; marriage_status_norm; origin_place_norm
P000850,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000851,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000852,3,living_alone_status; marriage_status_norm; origin_place_norm
P000853,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000854,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000855,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000856,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P000857,2,marriage_status_norm; origin_place_norm
P000858,1,origin_place_norm
P000859,1,origin_place_norm
P000860,3,marriage_status_norm; occupation_norm; origin_place_norm
P000861,3,marriage_status_norm; occupation_norm; origin_place_norm
P000862,3,marriage_status_norm; occupation_norm; origin_place_norm
P000863,3,marriage_status_norm; occupation_norm; origin_place_norm
P000864,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000865,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000866,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000867,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000868,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000869,3,marriage_status_norm; occupation_norm; origin_place_norm
P000870,2,marriage_status_norm; origin_place_norm
P000871,2,comments; origin_place_norm
P000872,3,marriage_status_norm; occupation_norm; origin_place_norm
P000873,3,marriage_status_norm; occupation_norm; origin_place_norm
P000874,2,marriage_status_norm; origin_place_norm
P000875,1,origin_place_norm
P000876,2,age_months; origin_place_norm
P000877,3,marriage_status_norm; occupation_norm; origin_place_norm
P000878,2,marriage_status_norm; origin_place_norm
P000879,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000880,3,marriage_status_norm; occupation_norm; origin_place_norm
P000881,3,marriage_status_norm; occupation_norm; origin_place_norm
P000882,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000883,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000884,3,marriage_status_norm; occupation_norm; origin_place_norm
P000885,3,marriage_status_norm; occupation_norm; origin_place_norm
P000886,2,marriage_status_norm; origin_place_norm
P000887,2,marriage_status_norm; origin_place_norm
P000888,3,marriage_status_norm; occupation_norm; origin_place_norm
P000889,2,marriage_status_norm; origin_place_norm
P000890,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000891,3,marriage_status_norm; occupation_norm; origin_place_norm
P000892,2,marriage_status_norm; origin_place_norm
P000893,3,marriage_status_norm; occupation_norm; origin_place_norm
P000894,2,marriage_status_norm; origin_place_norm
P000895,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000896,3,marriage_status_norm; occupation_norm; origin_place_norm
P000897,2,marriage_status_norm; origin_place_norm
P000898,3,marriage_status_norm; occupation_norm; origin_place_norm
P000899,3,marriage_status_norm; occupation_norm; origin_place_norm
P000900,2,marriage_status_norm; origin_place_norm
P000901,3,age; marriage_status_norm; origin_place_norm
P000902,3,marriage_status_norm; occupation_norm; origin_place_norm
P000903,2,marriage_status_norm; origin_place_norm
P000904,3,marriage_status_norm; occupation_norm; origin_place_norm
P000905,4,age; marriage_status_norm; occupation_norm; origin_place_norm
P000906,2,marriage_status_norm; origin_place_norm
P000907,2,comments; origin_place_norm
P000908,3,age_months; comments; origin_place_norm
P000909,3,age_months; comments; origin_place_norm
P000910,2,marriage_status_norm; origin_place_norm
P000911,3,marriage_status_norm; occupation_norm; origin_place_norm
P000912,3,marriage_status_norm; occupation_norm; origin_place_norm
P000913,3,marriage_status_norm; occupation_norm; origin_place_norm
P000914,3,marriage_status_norm; occupation_norm; origin_place_norm
P000915,2,marriage_status_norm; origin_place_norm
P000916,4,age; marriage_status_norm; occupation_norm; origin_place_norm
P000917,2,marriage_status_norm; origin_place_norm
P000918,2,marriage_status_norm; origin_place_norm
P000919,3,marriage_status_norm; occupation_norm; origin_place_norm
P000920,2,comments; origin_place_norm
P000921,3,age_months; comments; origin_place_norm
P000922,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000923,3,marriage_status_norm; occupation_norm; origin_place_norm
P000924,2,marriage_status_norm; origin_place_norm
P000925,3,marriage_status_norm; occupation_norm; origin_place_norm
P000926,2,marriage_status_norm; origin_place_norm
P000927,2,marriage_status_norm; origin_place_norm
P000928,2,comments; origin_place_norm
P000929,2,marriage_status_norm; origin_place_norm
P000930,2,comments; origin_place_norm
P000931,3,age_months; comments; origin_place_norm
P000932,3,marriage_status_norm; occupation_norm; origin_place_norm
P000933,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000934,3,living_alone_status; marriage_status_norm; origin_place_norm
P000935,3,marriage_status_norm; occupation_norm; origin_place_norm
P000936,2,marriage_status_norm; origin_place_norm
P000937,1,origin_place_norm
P000938,1,origin_place_norm
P000939,2,age_months; origin_place_norm
P000940,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000941,3,marriage_status_norm; occupation_norm; origin_place_norm
P000942,3,living_alone_status; marriage_status_norm; origin_place_norm
P000943,2,marriage_status_norm; origin_place_norm
P000944,2,marriage_status_norm; origin_place_norm
P000945,2,marriage_status_norm; origin_place_norm
P000946,3,marriage_status_norm; occupation_norm; origin_place_norm
P000947,2,marriage_status_norm; origin_place_norm
P000948,2,marriage_status_norm; origin_place_norm
P000949,1,origin_place_norm
P000950,3,age_months; comments; origin_place_norm
P000951,2,marriage_status_norm; origin_place_norm
P000952,2,marriage_status_norm; origin_place_norm
P000953,2,marriage_status_norm; origin_place_norm
P000954,2,marriage_status_norm; origin_place_norm
P000955,1,origin_place_norm
P000956,2,marriage_status_norm; origin_place_norm
P000957,2,marriage_status_norm; origin_place_norm
P000958,1,origin_place_norm
P000959,1,origin_place_norm
P000960,3,age_months; comments; origin_place_norm
P000961,2,marriage_status_norm; origin_place_norm
P000962,2,marriage_status_norm; origin_place_norm
P000963,2,marriage_status_norm; origin_place_norm
P000964,2,marriage_status_norm; origin_place_norm
P000965,2,marriage_status_norm; origin_place_norm
P000966,3,living_alone_status; marriage_status_norm; origin_place_norm
P000967,3,marriage_status_norm; occupation_norm; origin_place_norm
P000968,3,marriage_status_norm; occupation_norm; origin_place_norm
P000969,2,marriage_status_norm; origin_place_norm
P000970,1,origin_place_norm
P000971,2,age_months; origin_place_norm
P000972,2,marriage_status_norm; origin_place_norm
P000973,2,marriage_status_norm; origin_place_norm
P000974,1,origin_place_norm
P000975,2,age_months; origin_place_norm
P000976,2,marriage_status_norm; origin_place_norm
P000977,2,marriage_status_norm; origin_place_norm
P000979,1,origin_place_norm
P000980,3,living_alone_status; marriage_status_norm; origin_place_norm
P000981,3,living_alone_status; marriage_status_norm; origin_place_norm
P000982,2,marriage_status_norm; origin_place_norm
P000983,3,living_alone_status; marriage_status_norm; origin_place_norm
P000984,2,marriage_status_norm; origin_place_norm
P000985,3,marriage_status_norm; occupation_norm; origin_place_norm
P000986,2,marriage_status_norm; origin_place_norm
P000987,3,living_alone_status; marriage_status_norm; origin_place_norm
P000988,2,marriage_status_norm; origin_place_norm
P000989,3,marriage_status_norm; occupation_norm; origin_place_norm
P000990,3,living_alone_status; marriage_status_norm; origin_place_norm
P000991,3,marriage_status_norm; occupation_norm; origin_place_norm
P000992,2,marriage_status_norm; origin_place_norm
P000993,3,marriage_status_norm; occupation_norm; origin_place_norm
P000994,3,marriage_status_norm; occupation_norm; origin_place_norm
P000995,2,comments; origin_place_norm
P000996,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000997,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000998,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P000999,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001000,3,marriage_status_norm; occupation_norm; origin_place_norm
P001001,3,marriage_status_norm; occupation_norm; origin_place_norm
P001002,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001003,3,marriage_status_norm; occupation_norm; origin_place_norm
P001004,3,marriage_status_norm; occupation_norm; origin_place_norm
P001005,2,comments; origin_place_norm
P001006,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001007,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001008,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001010,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001011,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001012,4,age; marriage_status_norm; occupation_norm; origin_place_norm
P001013,3,marriage_status_norm; occupation_norm; origin_place_norm
P001014,3,marriage_status_norm; occupation_norm; origin_place_norm
P001015,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001016,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001017,3,marriage_status_norm; occupation_norm; origin_place_norm
P001018,3,marriage_status_norm; occupation_norm; origin_place_norm
P001019,3,marriage_status_norm; occupation_norm; origin_place_norm
P001020,2,marriage_status_norm; origin_place_norm
P001021,3,age_months; comments; origin_place_norm
P001022,3,marriage_status_norm; occupation_norm; origin_place_norm
P001023,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001024,3,marriage_status_norm; occupation_norm; origin_place_norm
P001025,3,marriage_status_norm; occupation_norm; origin_place_norm
P001026,3,age_months; comments; origin_place_norm
P001027,2,comments; origin_place_norm
P001028,3,marriage_status_norm; occupation_norm; origin_place_norm
P001029,3,age_months; comments; origin_place_norm
P001030,3,marriage_status_norm; occupation_norm; origin_place_norm
P001031,3,marriage_status_norm; occupation_norm; origin_place_norm
P001032,2,age_months; origin_place_norm
P001033,3,marriage_status_norm; occupation_norm; origin_place_norm
P001034,3,marriage_status_norm; occupation_norm; origin_place_norm
P001035,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001037,3,marriage_status_norm; occupation_norm; origin_place_norm
P001038,2,marriage_status_norm; origin_place_norm
P001039,3,marriage_status_norm; occupation_norm; origin_place_norm
P001040,3,marriage_status_norm; occupation_norm; origin_place_norm
P001041,3,marriage_status_norm; occupation_norm; origin_place_norm
P001042,3,marriage_status_norm; occupation_norm; origin_place_norm
P001043,3,marriage_status_norm; occupation_norm; origin_place_norm
P001044,3,marriage_status_norm; occupation_norm; origin_place_norm
P001045,3,marriage_status_norm; occupation_norm; origin_place_norm
P001046,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001047,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001048,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001049,2,age_months; origin_place_norm
P001050,3,marriage_status_norm; occupation_norm; origin_place_norm
P001051,2,marriage_status_norm; origin_place_norm
P001052,3,living_alone_status; marriage_status_norm; origin_place_norm
P001053,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001054,3,marriage_status_norm; occupation_norm; origin_place_norm
P001055,3,marriage_status_norm; occupation_norm; origin_place_norm
P001056,2,marriage_status_norm; origin_place_norm
P001057,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001058,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001059,3,marriage_status_norm; occupation_norm; origin_place_norm
P001060,2,marriage_status_norm; origin_place_norm
P001061,1,origin_place_norm
P001062,3,age_months; comments; origin_place_norm
P001063,3,marriage_status_norm; occupation_norm; origin_place_norm
P001064,3,marriage_status_norm; occupation_norm; origin_place_norm
P001065,3,marriage_status_norm; occupation_norm; origin_place_norm
P001066,2,marriage_status_norm; origin_place_norm
P001067,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001068,3,marriage_status_norm; occupation_norm; origin_place_norm
P001069,3,marriage_status_norm; occupation_norm; origin_place_norm
P001070,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001071,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001072,3,marriage_status_norm; occupation_norm; origin_place_norm
P001073,3,marriage_status_norm; occupation_norm; origin_place_norm
P001074,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001075,3,marriage_status_norm; occupation_norm; origin_place_norm
P001076,3,marriage_status_norm; occupation_norm; origin_place_norm
P001078,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001079,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001080,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P001081,3,marriage_status_norm; occupation_norm; origin_place_norm
P001082,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001083,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001084,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001085,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001086,3,marriage_status_norm; occupation_norm; origin_place_norm
P001087,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001088,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001089,3,marriage_status_norm; occupation_norm; origin_place_norm
P001090,3,marriage_status_norm; occupation_norm; origin_place_norm
P001091,2,comments; origin_place_norm
P001092,2,comments; origin_place_norm
P001093,3,age_months; comments; origin_place_norm
P001094,3,marriage_status_norm; occupation_norm; origin_place_norm
P001095,2,marriage_status_norm; origin_place_norm
P001096,3,marriage_status_norm; occupation_norm; origin_place_norm
P001097,2,marriage_status_norm; origin_place_norm
P001098,1,origin_place_norm
P001099,1,origin_place_norm
P001100,2,age_months; origin_place_norm
P001101,3,marriage_status_norm; occupation_norm; origin_place_norm
P001102,2,marriage_status_norm; origin_place_norm
P001103,2,age_months; origin_place_norm
P001104,3,age_months; comments; origin_place_norm
P001105,3,marriage_status_norm; occupation_norm; origin_place_norm
P001106,2,marriage_status_norm; origin_place_norm
P001107,3,marriage_status_norm; occupation_norm; origin_place_norm
P001108,3,marriage_status_norm; occupation_norm; origin_place_norm
P001109,3,marriage_status_norm; occupation_norm; origin_place_norm
P001110,1,marriage_status_norm
P001111,1,origin_place_norm
P001112,3,age_months; comments; origin_place_norm
P001113,3,marriage_status_norm; occupation_norm; origin_place_norm
P001114,3,marriage_status_norm; occupation_norm; origin_place_norm
P001115,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001116,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001117,3,marriage_status_norm; occupation_norm; origin_place_norm
P001118,3,marriage_status_norm; occupation_norm; origin_place_norm
P001119,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001120,3,living_alone_status; marriage_status_norm; origin_place_norm
P001121,3,marriage_status_norm; occupation_norm; origin_place_norm
P001122,3,marriage_status_norm; occupation_norm; origin_place_norm
P001123,3,marriage_status_norm; occupation_norm; origin_place_norm
P001124,3,marriage_status_norm; occupation_norm; origin_place_norm
P001125,3,marriage_status_norm; occupation_norm; origin_place_norm
P001126,3,marriage_status_norm; occupation_norm; origin_place_norm
P001127,1,origin_place_norm
P001128,3,marriage_status_norm; occupation_norm; origin_place_norm
P001129,3,age_months; comments; origin_place_norm
P001130,3,marriage_status_norm; occupation_norm; origin_place_norm
P001131,2,marriage_status_norm; origin_place_norm
P001132,3,marriage_status_norm; occupation_norm; origin_place_norm
P001133,3,marriage_status_norm; occupation_norm; origin_place_norm
P001134,3,age_months; comments; origin_place_norm
P001135,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001136,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001137,3,marriage_status_norm; occupation_norm; origin_place_norm
P001138,3,marriage_status_norm; occupation_norm; origin_place_norm
P001140,3,marriage_status_norm; occupation_norm; origin_place_norm
P001141,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001143,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001144,3,marriage_status_norm; occupation_norm; origin_place_norm
P001145,3,marriage_status_norm; occupation_norm; origin_place_norm
P001146,2,comments; origin_place_norm
P001147,2,marriage_status_norm; origin_place_norm
P001148,3,marriage_status_norm; occupation_norm; origin_place_norm
P001149,3,age_months; comments; origin_place_norm
P001150,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P001151,3,marriage_status_norm; occupation_norm; origin_place_norm
P001152,2,age_months; origin_place_norm
P001153,2,age_months; origin_place_norm
P001154,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001155,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001156,3,marriage_status_norm; occupation_norm; origin_place_norm
P001157,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001158,3,marriage_status_norm; occupation_norm; origin_place_norm
P001159,3,marriage_status_norm; occupation_norm; origin_place_norm
P001160,1,origin_place_norm
P001161,1,origin_place_norm
P001162,2,age_months; origin_place_norm
P001163,3,marriage_status_norm; occupation_norm; origin_place_norm
P001164,3,marriage_status_norm; occupation_norm; origin_place_norm
P001165,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001166,3,marriage_status_norm; occupation_norm; origin_place_norm
P001167,3,marriage_status_norm; occupation_norm; origin_place_norm
P001169,1,origin_place_norm
P001170,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001171,3,marriage_status_norm; occupation_norm; origin_place_norm
P001172,3,marriage_status_norm; occupation_norm; origin_place_norm
P001173,2,marriage_status_norm; origin_place_norm
P001174,3,marriage_status_norm; occupation_norm; origin_place_norm
P001175,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001177,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001178,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001179,3,marriage_status_norm; occupation_norm; origin_place_norm
P001180,3,marriage_status_norm; occupation_norm; origin_place_norm
P001181,3,marriage_status_norm; occupation_norm; origin_place_norm
P001182,3,marriage_status_norm; occupation_norm; origin_place_norm
P001183,1,origin_place_norm
P001184,1,origin_place_norm
P001185,3,marriage_status_norm; occupation_norm; origin_place_norm
P001186,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001187,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001188,4,comments; marriage_status_norm; occupation_norm; origin_place_norm
P001189,2,marriage_status_norm; origin_place_norm
P001190,2,comments; origin_place_norm
P001191,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001192,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001193,3,marriage_status_norm; occupation_norm; origin_place_norm
P001194,3,marriage_status_norm; occupation_norm; origin_place_norm
P001195,2,comments; origin_place_norm
P001196,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001197,3,marriage_status_norm; occupation_norm; origin_place_norm
P001198,3,marriage_status_norm; occupation_norm; origin_place_norm
P001199,3,marriage_status_norm; occupation_norm; origin_place_norm
P001200,3,marriage_status_norm; occupation_norm; origin_place_norm
P001201,3,marriage_status_norm; occupation_norm; origin_place_norm
P001202,3,marriage_status_norm; occupation_norm; origin_place_norm
P001203,3,marriage_status_norm; occupation_norm; origin_place_norm
P001204,2,marriage_status_norm; origin_place_norm
P001205,2,marriage_status_norm; origin_place_norm
P001206,3,marriage_status_norm; occupation_norm; origin_place_norm
P001207,3,age_months; comments; origin_place_norm
P001208,3,marriage_status_norm; occupation_norm; origin_place_norm
P001209,3,marriage_status_norm; occupation_norm; origin_place_norm
P001211,2,marriage_status_norm; origin_place_norm
P001212,3,marriage_status_norm; occupation_norm; origin_place_norm
P001213,3,marriage_status_norm; occupation_norm; origin_place_norm
P001214,3,marriage_status_norm; occupation_norm; origin_place_norm
P001215,3,marriage_status_norm; occupation_norm; origin_place_norm
P001216,3,marriage_status_norm; occupation_norm; origin_place_norm
P001217,3,marriage_status_norm; occupation_norm; origin_place_norm
P001218,3,marriage_status_norm; occupation_norm; origin_place_norm
P001219,1,origin_place_norm
P001220,3,marriage_status_norm; occupation_norm; origin_place_norm
P001221,3,marriage_status_norm; occupation_norm; origin_place_norm
P001222,3,marriage_status_norm; occupation_norm; origin_place_norm
P001223,3,marriage_status_norm; occupation_norm; origin_place_norm
P001224,3,marriage_status_norm; occupation_norm; origin_place_norm
P001225,3,marriage_status_norm; occupation_norm; origin_place_norm
P001226,2,marriage_status_norm; origin_place_norm
P001227,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001228,3,marriage_status_norm; occupation_norm; origin_place_norm
P001229,3,marriage_status_norm; occupation_norm; origin_place_norm
P001230,3,marriage_status_norm; occupation_norm; origin_place_norm
P001231,3,marriage_status_norm; occupation_norm; origin_place_norm
P001232,1,origin_place_norm
P001234,3,marriage_status_norm; occupation_norm; origin_place_norm
P001235,3,marriage_status_norm; occupation_norm; origin_place_norm
P001236,3,age_months; comments; origin_place_norm
P001237,2,marriage_status_norm; origin_place_norm
P001238,3,marriage_status_norm; occupation_norm; origin_place_norm
P001239,1,origin_place_norm
P001240,3,age_months; comments; origin_place_norm
P001241,3,living_alone_status; marriage_status_norm; origin_place_norm
P001243,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001244,3,marriage_status_norm; occupation_norm; origin_place_norm
P001245,3,marriage_status_norm; occupation_norm; origin_place_norm
P001246,3,marriage_status_norm; occupation_norm; origin_place_norm
P001247,3,marriage_status_norm; occupation_norm; origin_place_norm
P001248,3,age_months; comments; origin_place_norm
P001249,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001250,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001251,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001252,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001253,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001254,3,marriage_status_norm; occupation_norm; origin_place_norm
P001255,3,marriage_status_norm; occupation_norm; origin_place_norm
P001256,3,marriage_status_norm; occupation_norm; origin_place_norm
P001257,3,marriage_status_norm; occupation_norm; origin_place_norm
P001258,3,marriage_status_norm; occupation_norm; origin_place_norm
P001259,3,marriage_status_norm; occupation_norm; origin_place_norm
P001260,3,marriage_status_norm; occupation_norm; origin_place_norm
P001261,3,marriage_status_norm; occupation_norm; origin_place_norm
P001263,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001264,3,marriage_status_norm; occupation_norm; origin_place_norm
P001265,3,marriage_status_norm; occupation_norm; origin_place_norm
P001266,3,marriage_status_norm; occupation_norm; origin_place_norm
P001267,3,marriage_status_norm; occupation_norm; origin_place_norm
P001269,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001270,3,marriage_status_norm; occupation_norm; origin_place_norm
P001271,3,comments; marriage_status_norm; origin_place_norm
P001272,3,marriage_status_norm; occupation_norm; origin_place_norm
P001273,5,comments; living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001274,3,marriage_status_norm; occupation_norm; origin_place_norm
P001276,3,marriage_status_norm; occupation_norm; origin_place_norm
P001277,3,marriage_status_norm; occupation_norm; origin_place_norm
P001278,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001279,3,age_months; comments; origin_place_norm
P001280,3,marriage_status_norm; occupation_norm; origin_place_norm
P001282,3,marriage_status_norm; occupation_norm; origin_place_norm
P001283,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001285,3,marriage_status_norm; occupation_norm; origin_place_norm
P001286,3,marriage_status_norm; occupation_norm; origin_place_norm
P001287,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001288,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001289,1,marriage_status_norm
P001290,2,marriage_status_norm; origin_place_norm
P001291,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001292,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001293,2,marriage_status_norm; origin_place_norm
P001294,3,marriage_status_norm; occupation_norm; origin_place_norm
P001295,2,marriage_status_norm; origin_place_norm
P001296,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001297,3,marriage_status_norm; occupation_norm; origin_place_norm
P001298,1,origin_place_norm
P001299,2,marriage_status_norm; origin_place_norm
P001300,2,marriage_status_norm; origin_place_norm
P001301,2,marriage_status_norm; origin_place_norm
P001302,3,marriage_status_norm; occupation_norm; origin_place_norm
P001303,2,marriage_status_norm; origin_place_norm
P001304,2,marriage_status_norm; origin_place_norm
P001305,1,origin_place_norm
P001306,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001307,2,marriage_status_norm; origin_place_norm
P001308,1,origin_place_norm
P001309,2,marriage_status_norm; origin_place_norm
P001310,2,marriage_status_norm; origin_place_norm
P001311,1,origin_place_norm
P001312,2,age_months; origin_place_norm
P001313,3,marriage_status_norm; occupation_norm; origin_place_norm
P001314,2,marriage_status_norm; origin_place_norm
P001315,3,age_months; comments; origin_place_norm
P001316,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001317,2,marriage_status_norm; origin_place_norm
P001318,1,origin_place_norm
P001319,1,origin_place_norm
P001320,2,marriage_status_norm; origin_place_norm
P001321,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001322,4,living_alone_status; marriage_status_norm; occupation_norm; origin_place_norm
P001323,2,marriage_status_norm; origin_place_norm
P001324,2,marriage_status_norm; origin_place_norm
P001325,3,age_months; comments; origin_place_norm
P001326,3,living_alone_status; marriage_status_norm; occupation_norm
